doc_id,sentence_id,product_a,product_b,comparative_terms,relationship_types,risk_terms,study_context,matched_terms,context_rule_hits,direction_type,product_a_role,product_b_role,direction_triggers,narrative_type,narrative_subtype,narrative_confidence,claim_strength,risk_posture,section,narrative_invariant_ok,narrative_invariant_reason,sentiment_label,sentiment_score,sentiment_model,sentiment_inference_ts,created_at
med:pmid:40188960,med:pmid:40188960:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40718065,med:pmid:40718065:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,evidence,real_world,0.7,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,2026-01-08 18:35:30
med:pmid:40101251,med:pmid:40101251:sec:results:sent:11,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40091512,med:pmid:40091512:sec:results:sent:7,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
ppr:doi:10.1101/2025.03.12.25323680,ppr:doi:10.1101/2025.03.12.25323680:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""confirmatory"": [""statistically significant""]}}","[""claim_strength:confirmatory""]",,,,,,,,confirmatory,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,2026-01-08 18:35:30
med:pmid:39661383,med:pmid:39661383:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39661383,med:pmid:39661383:sec:introduction:sent:7,enalapril,sacubitril_valsartan,vs,,,trial,"{""comparative_terms"": [""vs""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,,,,,,introduction,,,NEG,-2.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39661383,med:pmid:39661383:sec:results:sent:10,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39661383,med:pmid:39661383:sec:results:sent:11,enalapril,sacubitril_valsartan,compared with,,,,"{""comparative_terms"": [""compared with""]}","[""comparative_terms""]",,,,,evidence,real_world,0.7,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:40115097,med:pmid:40115097:sec:results:sent:7,enalapril,sacubitril_valsartan,"compared to, vs",combination,,,"{""comparative_terms"": [""compared to"", ""vs""], ""combination"": [""acei/arb/arni""], ""claim_strength_terms"": {""confirmatory"": [""p=""]}}","[""comparative_terms"", ""relationship:combination"", ""claim_strength:confirmatory""]",,,,,evidence,real_world,0.49999999999999994,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39983618,med:pmid:39983618:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39983618,med:pmid:39983618:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39983618,med:pmid:39983618:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,,randomized,"{""study_context"": [""randomized""]}","[""study_context""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39983618,med:pmid:39983618:sec:results:sent:6,enalapril,sacubitril_valsartan,,,,,,,,,,,comparative,comparative_efficacy,0.8,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39983618,med:pmid:39983618:sec:results:sent:8,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39983618,med:pmid:39983618:sec:title:sent:0,enalapril,sacubitril_valsartan,,,,"randomized, randomized controlled trial, trial","{""study_context"": [""randomized"", ""randomized controlled trial"", ""trial""]}","[""study_context""]",,,,,,,,,,title,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39970741,med:pmid:39970741:sec:title:sent:0,enalapril,sacubitril_valsartan,vs,,,"meta-analysis, randomized, review, systematic review","{""comparative_terms"": [""vs""], ""study_context"": [""meta-analysis"", ""randomized"", ""review"", ""systematic review""]}","[""comparative_terms"", ""study_context""]",,,,,,,,,,title,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40486108,med:pmid:40486108:sec:methods:sent:5,enalapril,sacubitril_valsartan,,,,"meta-analysis, review, systematic review","{""study_context"": [""meta-analysis"", ""review"", ""systematic review""]}","[""study_context""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,2026-01-08 18:35:30
med:pmid:40486108,med:pmid:40486108:sec:results:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.609948+00:00,2026-01-08 18:35:30
med:pmid:39939202,med:pmid:39939202:sec:results:sent:11,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39939202,med:pmid:39939202:sec:results:sent:9,enalapril,sacubitril_valsartan,vs,,,,"{""comparative_terms"": [""vs""], ""claim_strength_terms"": {""confirmatory"": [""p<""]}}","[""comparative_terms"", ""claim_strength:confirmatory""]",,,,,evidence,real_world,0.49999999999999994,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39922597,med:pmid:39922597:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39922597,med:pmid:39922597:sec:results:sent:9,enalapril,sacubitril_valsartan,,combination,risk,,"{""combination"": [""acei/arb/arni""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}, ""claim_strength_terms"": {""confirmatory"": [""p<""]}}","[""relationship:combination"", ""risk_terms"", ""risk_posture:acknowledgment"", ""claim_strength:confirmatory""]",,,,,,,,confirmatory,,results,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39888167,med:pmid:39888167:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,compared with,,,,"{""comparative_terms"": [""compared with""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39888167,med:pmid:39888167:sec:introduction:sent:2,enalapril,sacubitril_valsartan,versus,,,,"{""comparative_terms"": [""versus""]}","[""comparative_terms""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39888167,med:pmid:39888167:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,,"cohort, retrospective","{""study_context"": [""cohort"", ""retrospective""], ""real_world_terms"": [""retrospective""]}","[""study_context"", ""real_world_terms""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39888167,med:pmid:39888167:sec:results:sent:5,enalapril,sacubitril_valsartan,,,,cohort,"{""study_context"": [""cohort""]}","[""study_context""]",,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39888167,med:pmid:39888167:sec:results:sent:8,enalapril,sacubitril_valsartan,compared with,,,cohort,"{""comparative_terms"": [""compared with""], ""study_context"": [""cohort""]}","[""comparative_terms"", ""study_context""]",,,,,comparative,comparative_efficacy,0.39999999999999997,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39864551,med:pmid:39864551:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,superior,,"adverse events, risk, safety, safety profile, serious, serious adverse events",,"{""comparative_terms"": [""superior""], ""risk_terms"": [""adverse events"", ""risk"", ""safety"", ""safety profile"", ""serious"", ""serious adverse events""], ""endpoint_terms"": [""blood pressure""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""], ""minimization"": [""minimal risk""], ""reassurance"": [""favorable safety profile""]}, ""claim_strength_terms"": {""exploratory"": [""promising""]}}","[""comparative_terms"", ""risk_terms"", ""endpoint_terms"", ""risk_posture:acknowledgment"", ""risk_posture:minimization"", ""risk_posture:reassurance"", ""claim_strength:exploratory""]",,,,,comparative,comparative_safety,0.9,exploratory,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40463763,med:pmid:40463763:sec:introduction:sent:4,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40463763,med:pmid:40463763:sec:methods:sent:6,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40463763,med:pmid:40463763:sec:results:sent:10,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""], ""claim_strength_terms"": {""confirmatory"": [""significant improvement""]}}","[""comparative_terms"", ""claim_strength:confirmatory""]",,,,,comparative,comparative_efficacy,0.6,confirmatory,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:40463763,med:pmid:40463763:sec:results:sent:9,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""], ""claim_strength_terms"": {""confirmatory"": [""significant reduction""]}}","[""comparative_terms"", ""claim_strength:confirmatory""]",,,,,comparative,comparative_efficacy,0.6,confirmatory,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39687932,med:pmid:39687932:sec:results:sent:8,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni"", ""gdmt""]}","[""relationship:combination""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:10,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:11,enalapril,sacubitril_valsartan,"compared with, superior",,,,"{""comparative_terms"": [""compared with"", ""superior""]}","[""comparative_terms""]",,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:14,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:5,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:8,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39816068,med:pmid:39816068:sec:abstract:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.594300+00:00,2026-01-08 18:35:30
med:pmid:39622578,med:pmid:39622578:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39620289,med:pmid:39620289:sec:results:sent:10,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39620289,med:pmid:39620289:sec:results:sent:8,enalapril,sacubitril_valsartan,,,,,"{""access_terms"": [""reimbursement""]}","[""access_terms""]",,,,,access,coverage_access,0.65,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39720381,med:pmid:39720381:sec:abstract:sent:6,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39563094,med:pmid:39563094:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,compared to,,risk,,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",alternative,disfavored,favored,"[""preferred_over""]",,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39563094,med:pmid:39563094:sec:results:sent:10,enalapril,sacubitril_valsartan,versus,,safety,,"{""comparative_terms"": [""versus""], ""risk_terms"": [""safety""]}","[""comparative_terms"", ""risk_terms""]",,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39563094,med:pmid:39563094:sec:results:sent:3,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39497472,med:pmid:39497472:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,,,,real-world,"{""study_context"": [""real-world""], ""real_world_terms"": [""real-world""]}","[""study_context"", ""real_world_terms""]",,,,,evidence,real_world,0.7,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39497472,med:pmid:39497472:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,switching,"adverse effects, risk",,"{""switching"": [""switching from""], ""risk_terms"": [""adverse effects"", ""risk""], ""risk_posture_terms"": {""acknowledgment"": [""increased risk"", ""risk of""]}}","[""relationship:switching"", ""risk_terms"", ""risk_posture:acknowledgment""]",switch,switch_destination,switch_source,"[""switch_from""]",,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39497472,med:pmid:39497472:sec:introduction:sent:4,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39497472,med:pmid:39497472:sec:methods:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39497472,med:pmid:39497472:sec:results:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39210725,med:pmid:39210725:sec:introduction:sent:5,enalapril,sacubitril_valsartan,,,,"randomized, trial","{""study_context"": [""randomized"", ""trial""]}","[""study_context""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39210725,med:pmid:39210725:sec:methods:sent:6,enalapril,sacubitril_valsartan,vs,,,,"{""comparative_terms"": [""vs""]}","[""comparative_terms""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39455534,med:pmid:39455534:sec:results:sent:11,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39439294,med:pmid:39439294:sec:results:sent:3,enalapril,sacubitril_valsartan,versus,,,randomized,"{""comparative_terms"": [""versus""], ""study_context"": [""randomized""]}","[""comparative_terms"", ""study_context""]",,,,,comparative,comparative_efficacy,0.6,confirmatory,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39412629,med:pmid:39412629:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,,,"{""line_of_therapy_terms"": [""first-line""]}","[""line_of_therapy_terms""]",,,,,,,,,,methods,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39544776,med:pmid:39544776:sec:introduction:sent:1,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,,,introduction,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39544776,med:pmid:39544776:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:38330576,med:pmid:38330576:sec:conclusion:sent:18,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38330576,med:pmid:38330576:sec:title:sent:0,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,title,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39110471,med:pmid:39110471:sec:abstract:sent:2,enalapril,sacubitril_valsartan,vs,,,trial,"{""comparative_terms"": [""vs""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,,,,,,abstract,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39319469,med:pmid:39319469:sec:introduction:sent:3,enalapril,sacubitril_valsartan,versus,,safety,"double-blind, randomized, trial","{""comparative_terms"": [""versus""], ""risk_terms"": [""safety""], ""study_context"": [""double-blind"", ""randomized"", ""trial""]}","[""comparative_terms"", ""risk_terms"", ""study_context""]",,,,,,,,,,introduction,,,POS,2.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39319469,med:pmid:39319469:sec:methods:sent:4,enalapril,sacubitril_valsartan,versus,,safety,randomized,"{""comparative_terms"": [""versus""], ""risk_terms"": [""safety""], ""study_context"": [""randomized""]}","[""comparative_terms"", ""risk_terms"", ""study_context""]",,,,,,,,,,methods,,,POS,2.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39319469,med:pmid:39319469:sec:results:sent:10,enalapril,sacubitril_valsartan,,,"adverse events, safety, safety profile",,"{""risk_terms"": [""adverse events"", ""safety"", ""safety profile""]}","[""risk_terms""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39319469,med:pmid:39319469:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,randomized,"{""study_context"": [""randomized""]}","[""study_context""]",,,,,evidence,clinical_trial,0.7,confirmatory,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39320292,med:pmid:39320292:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39320292,med:pmid:39320292:sec:results:sent:10,enalapril,sacubitril_valsartan,vs,,safety,,"{""comparative_terms"": [""vs""], ""risk_terms"": [""safety""]}","[""comparative_terms"", ""risk_terms""]",,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39320292,med:pmid:39320292:sec:results:sent:11,enalapril,sacubitril_valsartan,vs,,,randomized,"{""comparative_terms"": [""vs""], ""study_context"": [""randomized""]}","[""comparative_terms"", ""study_context""]",,,,,comparative,comparative_efficacy,0.6,confirmatory,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39320292,med:pmid:39320292:sec:results:sent:9,enalapril,sacubitril_valsartan,"compared to, vs",,,,"{""comparative_terms"": [""compared to"", ""vs""], ""claim_strength_terms"": {""confirmatory"": [""p<""]}}","[""comparative_terms"", ""claim_strength:confirmatory""]",,,,,comparative,comparative_efficacy,0.39999999999999997,confirmatory,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39318024,med:pmid:39318024:sec:results:sent:8,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,versus,,"aes, risk",,"{""comparative_terms"": [""versus""], ""risk_terms"": [""aes"", ""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_safety,0.9,,,conclusion,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:introduction:sent:1,enalapril,sacubitril_valsartan,"similar to, versus",,,trial,"{""comparative_terms"": [""similar to"", ""versus""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,"adverse events, aes",,"{""risk_terms"": [""adverse events"", ""aes""], ""claim_strength_terms"": {""suggestive"": [""post-hoc""]}}","[""risk_terms"", ""claim_strength:suggestive""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:results:sent:4,enalapril,sacubitril_valsartan,versus,,aes,,"{""comparative_terms"": [""versus""], ""risk_terms"": [""aes""]}","[""comparative_terms"", ""risk_terms""]",,,,,comparative,comparative_safety,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:results:sent:7,enalapril,sacubitril_valsartan,"versus, vs",,aes,,"{""comparative_terms"": [""versus"", ""vs""], ""risk_terms"": [""aes""]}","[""comparative_terms"", ""risk_terms""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:results:sent:8,enalapril,sacubitril_valsartan,versus,,"aes, risk",,"{""comparative_terms"": [""versus""], ""risk_terms"": [""aes"", ""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_safety,0.9,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39284545,med:pmid:39284545:sec:title:sent:0,enalapril,sacubitril_valsartan,,,"adverse events, risk",,"{""risk_terms"": [""adverse events"", ""risk""]}","[""risk_terms""]",,,,,,,,,,title,,,NEG,-3.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""suggestive"": [""greater improvement""]}}","[""claim_strength:suggestive""]",,,,,,,,,,introduction,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:3,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39260836,med:pmid:39260836:sec:introduction:sent:5,enalapril,sacubitril_valsartan,,,,randomised,"{""study_context"": [""randomised""]}","[""study_context""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39260836,med:pmid:39260836:sec:title:sent:0,enalapril,sacubitril_valsartan,,,,"meta-analysis, review, systematic review","{""study_context"": [""meta-analysis"", ""review"", ""systematic review""]}","[""study_context""]",,,,,,,,,,title,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39264627,med:pmid:39264627:sec:results:sent:11,enalapril,sacubitril_valsartan,"compared with, vs",,,,"{""comparative_terms"": [""compared with"", ""vs""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.39999999999999997,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39264627,med:pmid:39264627:sec:results:sent:12,enalapril,sacubitril_valsartan,"compared with, vs",,,,"{""comparative_terms"": [""compared with"", ""vs""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.39999999999999997,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39264627,med:pmid:39264627:sec:results:sent:6,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
