sentence_id,doc_id,section,sent_index,text,start_char,end_char
med:pmid:40418165:sec:conclusion:sent:10,med:pmid:40418165,conclusion,10,"ARNI therapy reduces MACE, HHF, and NT-proBNP levels and improves LVEF in patients with STEMI without increasing safety risks, except for hypotension.",1366,1537
med:pmid:40418165:sec:conclusion:sent:11,med:pmid:40418165,conclusion,11,Further RCTs are needed to confirm these findings.,1538,1588
med:pmid:40268473:sec:title:sent:0,med:pmid:40268473,title,0,Effects of Sacubitril/Valsartan on Myocardial Tissue in Heart Failure With Left Ventricular Ejection Fraction Below 50.,0,119
med:pmid:40268473:sec:introduction:sent:1,med:pmid:40268473,introduction,1,The effects of sacubitril/valsartan (angiotensin receptor-neprilysin inhibitor [ARNI]) on myocardial tissue in heart failure (HF) with left ventricular ejection fraction (LVEF) <50% remain unclear.,0,217
med:pmid:40268473:sec:results:sent:2,med:pmid:40268473,results,2,Sixty-four HF outpatients with LVEF <50% were randomized to ARNI (switching from an angiotensin-converting enzyme inhibitor/angiotensin receptor blocker [ACEi/ARB] to ARNI) or control (continuing with ACEi/ARB).,218,458
med:pmid:40268473:sec:results:sent:3,med:pmid:40268473,results,3,"Left ventricular (LV) structure and myocardial tissue, including changes in LV extracellular volume fraction (ECV), were evaluated before and after the 9-month program using cardiac magnetic resonance imaging.",459,668
med:pmid:40268473:sec:results:sent:4,med:pmid:40268473,results,4,The primary endpoint was changes in ECV.,669,709
med:pmid:40268473:sec:results:sent:5,med:pmid:40268473,results,5,"Secondary endpoints were changes in LVEF, LV volume and mass, and extra- and intracellular mass.",710,806
med:pmid:40268473:sec:results:sent:6,med:pmid:40268473,results,6,Fifty-nine patients completed the 9-month intervention.,807,862
med:pmid:40268473:sec:results:sent:7,med:pmid:40268473,results,7,ARNI decreased systolic blood pressure from the first month.,863,923
med:pmid:40268473:sec:results:sent:8,med:pmid:40268473,results,8,"The ARNI group showed significant reductions in LV volume, LV mass, and extra- and intracellular mass from baseline to 9 months, but there was no change in LVEF, or in ECV (31.6±5.0% vs. 31.9±5.0%, respectively; P=0.795).",924,1145
med:pmid:40268473:sec:results:sent:9,med:pmid:40268473,results,9,"In the control group, there was no change in systolic blood pressure, LV volume, LV mass, ECV, or extra- and intracellular mass.",1146,1274
med:pmid:40268473:sec:results:sent:10,med:pmid:40268473,results,10,"There was no significant difference in the change in ECV between the ARNI and control groups (0.3±5.1% vs. 1.2±4.1%, respectively; P=0.461), whereas the change in extracellular mass was greater in the ARNI group (P=0.025).",1275,1497
med:pmid:40268473:sec:conclusion:sent:11,med:pmid:40268473,conclusion,11,"ARNI reduced LV volume and mass, resulting from decreases in both extra- and intracellular mass, without changing ECV.",1498,1637
med:pmid:40268473:sec:conclusion:sent:12,med:pmid:40268473,conclusion,12,This suggests ARNI has potential to improve LV tissue characteristics in HF patients with LVEF <50%.,1638,1738
med:pmid:39888167:sec:title:sent:0,med:pmid:39888167,title,0,Real-world comparative effectiveness of sacubitril/valsartan versus RAS inhibition alone in patients with de novo heart failure.,0,128
med:pmid:39888167:sec:introduction:sent:1,med:pmid:39888167,introduction,1,"Large-scale, real-world data on early initiation of sacubitril/valsartan in patients newly diagnosed (de novo) with HF with reduced ejection fraction (HFrEF) are limited.",0,184
med:pmid:39888167:sec:introduction:sent:2,med:pmid:39888167,introduction,2,We examined the effectiveness of sacubitril/valsartan versus angiotensin-converting enzyme inhibitor (ACEi)/angiotensin receptor blocker (ARB) on all-cause and cause-specific hospitalizations among patients with de novo HFrEF from the Optum® dataset in the United States.,185,456
med:pmid:39888167:sec:methods:sent:3,med:pmid:39888167,methods,3,This retrospective cohort study included adult patients with de novo HFrEF (diagnosed ≤30 days) with left ventricular ejection fraction (LVEF) ≤40% who were first prescribed with sacubitril/valsartan or ACEi/ARB from 1 January 2016 to 31 March 2020.,457,723
med:pmid:39888167:sec:methods:sent:4,med:pmid:39888167,methods,4,The primary endpoint (all-cause hospitalization) and secondary endpoints were analysed in propensity score-matched cohorts.,724,847
med:pmid:39888167:sec:results:sent:5,med:pmid:39888167,results,5,A cohort of 3290 patients with de novo HFrEF who were prescribed with sacubitril/valsartan and a propensity-matched cohort of 6580 patients who were prescribed with ACEi/ARB were analysed.,848,1053
med:pmid:39888167:sec:results:sent:6,med:pmid:39888167,results,6,"Overall, the mean (SD) age of patients was 63 (14) years, 34% were women, and baseline characteristics were balanced across treatment groups.",1054,1195
med:pmid:39888167:sec:results:sent:7,med:pmid:39888167,results,7,"Hypertension (67%), diabetes (33%) and chronic kidney disease (28%) were highly prevalent comorbidities.",1196,1300
med:pmid:39888167:sec:results:sent:8,med:pmid:39888167,results,8,"Patients in the sacubitril/valsartan cohort when compared with the ACEi/ARB cohort had lower annual rates of all-cause hospitalizations [incidence rate ratio (IRR): 0.81, 95% confidence interval (CI): 0.75-0.89, P < 0.001], cardiovascular (CV) hospitalizations (IRR: 0.80, 95% CI: 0.73-0.87, P < 0.001) and HF hospitalizations (IRR: 0.86, 95% CI: 0.78-0.95, P = 0.002).",1301,1670
med:pmid:39888167:sec:conclusion:sent:9,med:pmid:39888167,conclusion,9,"Among patients with de novo HFrEF, sacubitril/valsartan (compared with that of ACEi/ARB) was associated with fewer all-cause, CV and HF hospitalizations.",1671,1845
med:pmid:39888167:sec:conclusion:sent:10,med:pmid:39888167,conclusion,10,"These findings are consistent with clinical trial evidence suggesting potential benefits of early initiation of sacubitril/valsartan in patients with HFrEF, including those soon after diagnosis.",1846,2040
med:pmid:39829077:sec:title:sent:0,med:pmid:39829077,title,0,Guideline-directed medical therapy rates in heart failure patients with reduced ejection fraction in a diverse cohort.,0,118
med:pmid:39829077:sec:introduction:sent:1,med:pmid:39829077,introduction,1,Guideline-directed medical therapy (GDMT) is recommended for all patients with heart failure with reduced ejection fraction (HFrEF).,0,146
med:pmid:39829077:sec:introduction:sent:2,med:pmid:39829077,introduction,2,"Despite this, little data exist describing GDMT use in diverse, real-world populations including the use of vasodilators, prescribed primarily to Black populations.",147,311
med:pmid:39829077:sec:introduction:sent:3,med:pmid:39829077,introduction,3,"We sought, among a diverse population of HFrEF patients, to determine (1) GDMT use rates and target dosing by medication class and (2) predictors of GDMT use and target dosing by medication class.",312,508
med:pmid:39829077:sec:methods:sent:4,med:pmid:39829077,methods,4,"We utilized electronic health records (EHRs) from Kaiser Permanente (KP) Mid-Atlantic States, a large integrated health system.",509,653
med:pmid:39829077:sec:methods:sent:5,med:pmid:39829077,methods,5,Included patients had heart failure and left ventricular ejection fraction (EF) of ≤40% between 2015 and 2021.,654,764
med:pmid:39829077:sec:methods:sent:6,med:pmid:39829077,methods,6,"GDMT was defined by five medication classes-angiotensin-converting enzyme (ACE) inhibitors (ACEis)/angiotensin receptor blockers (ARBs)/angiotensin receptor-neprilysin inhibitors (ARNis), beta-blockers (BBs), mineralocorticoid receptor antagonists (MRAs), sodium-glucose cotransporter 2 inhibitors (SGLT2is) and vasodilators (Black patients only).",765,1112
med:pmid:39829077:sec:methods:sent:7,med:pmid:39829077,methods,7,Proportions of patients on GDMT and target dose rates were examined.,1113,1181
med:pmid:39829077:sec:methods:sent:8,med:pmid:39829077,methods,8,"Logistic regression determined, within each class, predictors of medication use and being at ≥80% of the target dose.",1182,1299
med:pmid:39829077:sec:results:sent:9,med:pmid:39829077,results,9,A total of 3154 patients were included.,1300,1356
med:pmid:39829077:sec:results:sent:10,med:pmid:39829077,results,10,"Among the 93.8% on some form of GDMT, 82.8%, 81.4%, 23.5%, 3.6% and 13.4% were on ACEis/ARBs/ARNis, BBs, MRAs, SGLT2is and vasodilators (Black patients only), respectively.",1357,1529
med:pmid:39829077:sec:results:sent:11,med:pmid:39829077,results,11,"Among treated patients, 45.8%, 21.4%, 77.6%, 100% and 14.7% were treated at ≥80% of the target dose for ACEis/ARBs/ARNis, BBs, MRAs, SGLT2is and vasodilators, respectively.",1530,1702
med:pmid:39829077:sec:results:sent:12,med:pmid:39829077,results,12,"Overall, increasing age, higher EF, atrial fibrillation/flutter, chronic obstructive pulmonary disease (COPD), prior stroke and dementia were associated with decreased odds of GDMT use.",1703,1888
med:pmid:39829077:sec:results:sent:13,med:pmid:39829077,results,13,"Conversely, higher body mass index (BMI), Black race, higher glomerular filtration rate (GFR), recent echo and cardiac defibrillator were associated with increased odds of GDMT use.",1889,2070
med:pmid:39829077:sec:results:sent:14,med:pmid:39829077,results,14,"Among treated, higher BMI, higher systolic blood pressure, haemoglobin A1C ≥ 6.5% and cardiac defibrillator were associated with higher odds of being at ≥80% of the target dose.",2071,2248
med:pmid:39829077:sec:conclusion:sent:15,med:pmid:39829077,conclusion,15,"Our study using real-world data from a diverse health system demonstrated gaps in GDMT use among patients with HFrEF, specifically older patients with more comorbidities.",2249,2440
med:pmid:40486108:sec:title:sent:0,med:pmid:40486108,title,0,Impact of the angiotensin receptor-neprilysin inhibitor on chronic heart failure due to adult congenital heart disease: A systematic review and meta-analysis.,0,158
med:pmid:40486108:sec:introduction:sent:1,med:pmid:40486108,introduction,1,"Heart failure (HF) is a significant complication in adults with congenital heart disease (ACHD), often requiring advanced therapeutic strategies.",0,165
med:pmid:40486108:sec:introduction:sent:2,med:pmid:40486108,introduction,2,Angiotensin receptor-neprilysin inhibitors (ARNIs) have emerged as a promising alternative to angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) in HF management.,166,367
med:pmid:40486108:sec:introduction:sent:3,med:pmid:40486108,introduction,3,"However, their safety and efficacy in ACHD-related HF remain unclear.",368,437
med:pmid:40486108:sec:introduction:sent:4,med:pmid:40486108,introduction,4,This systematic review and meta-analysis aim to evaluate the impact of ARNIs on functional and safety outcomes in this unique patient population.,438,583
med:pmid:40486108:sec:methods:sent:5,med:pmid:40486108,methods,5,"We conducted a systematic review and meta-analysis of published studies assessing the use of ARNIs in ACHD patients with HF, comparing them to ACEIs/ARBs.",584,755
med:pmid:40486108:sec:methods:sent:6,med:pmid:40486108,methods,6,The primary outcome was the change in New York Heart Association (NYHA) functional class (FC).,756,850
med:pmid:40486108:sec:methods:sent:7,med:pmid:40486108,methods,7,"Additionally, we assessed the safety profile of ARNIs in this population.",851,924
med:pmid:40486108:sec:results:sent:8,med:pmid:40486108,results,8,Our meta-analysis included 14 studies encompassing 305 patients.,925,1006
med:pmid:40486108:sec:results:sent:9,med:pmid:40486108,results,9,"Substituting ACEIs/ARBs with ARNIs significantly improved the NYHA functional class (log odds ratio [log OR] 0.67, 95% CI 0.15-1.19; <i>p</i> = 0.01).",1007,1157
med:pmid:40486108:sec:results:sent:10,med:pmid:40486108,results,10,"ARNI therapy was associated with a notable reduction in systolic blood pressure (mean difference [MD] -0.49, 95% CI -0.70 to -0.29, <i>p</i> < 0.001) and an increase in serum creatinine levels (MD 0.30, 95% CI 0.10-0.49, <i>p</i> < 0.001).",1158,1397
med:pmid:40486108:sec:results:sent:11,med:pmid:40486108,results,11,"However, no significant change in serum potassium levels was observed (MD 0.00, 95% CI -0.61-0.61, <i>p</i> = 0.99).",1398,1514
med:pmid:40486108:sec:conclusion:sent:12,med:pmid:40486108,conclusion,12,The addition of ARNIs to standard HF therapy may enhance functional outcomes in ACHD patients.,1515,1630
med:pmid:40486108:sec:conclusion:sent:13,med:pmid:40486108,conclusion,13,"However, the increased risk of hypotension and elevated serum creatinine levels necessitates careful monitoring.",1631,1743
med:pmid:40486108:sec:conclusion:sent:14,med:pmid:40486108,conclusion,14,Further research is essential to better define the role of ARNIs in managing ACHD-related HF.,1744,1837
med:pmid:40486108:sec:conclusion:sent:15,med:pmid:40486108,conclusion,15,<h4>Registration</h4> URL: https://www.crd.york.ac.uk/prospero; Unique identifier: CRD42024591442.,1838,1936
med:pmid:40389107:sec:title:sent:0,med:pmid:40389107,title,0,Uptitration of Sacubitril/Valsartan in Acute Heart Failure: Insight from the PREMIER Study.,0,91
med:pmid:40389107:sec:introduction:sent:1,med:pmid:40389107,introduction,1,This study investigated the effect of uptitration of sacubitril/valsartan (Sac/Val) compared with angiotensin-converting enzyme inhibitors or angiotensin receptor blockers (ACEIs/ARBs) on N-terminal pro-B-type natriuretic peptide (NT-proBNP) level within current guideline-directed medical therapy in acute heart failure (AHF).,0,341
med:pmid:40389107:sec:results:sent:2,med:pmid:40389107,results,2,This was the secondary analysis in the Program Angiotensin-Neprilysin Inhibition in Admitted Patients with Worsening Heart Failure (PREMIER) study.,342,518
med:pmid:40389107:sec:results:sent:3,med:pmid:40389107,results,3,"AHF patients were allocated to switch to Sac/Val or ACEIs/ARBs, and the Sac/Val group was divided into Sac/Val with or without uptitration group (Sac/Val >24/26 mg or ≤24/26 mg twice daily at week 8).",519,719
med:pmid:40389107:sec:results:sent:4,med:pmid:40389107,results,4,The primary endpoint was the proportional change in geometric means of NT-proBNP levels at week 8.,720,818
med:pmid:40389107:sec:results:sent:5,med:pmid:40389107,results,5,"A total of 376 patients were included, consistent with the primary analysis in PREMIER.",819,906
med:pmid:40389107:sec:results:sent:6,med:pmid:40389107,results,6,"The percent changes in the NT-proBNP level were -51% (Sac/Val with uptitration), -39% (Sac/Val without uptitration), and -32% (ACEIs/ARBs).",907,1046
med:pmid:40389107:sec:results:sent:7,med:pmid:40389107,results,7,"Their group ratios adjusted for baseline characteristics were 0.72 (Sac/Val with uptitration vs. ACEIs/ARBs, 95% confidence interval [CI], 0.59 to 0.89; P = .002) and 0.93 (Sac/Val without uptitration vs. ACEIs/ARBs, 95% CI, 0.76 to 1.13; P = .47).",1047,1295
med:pmid:40389107:sec:results:sent:8,med:pmid:40389107,results,8,"However, the Sac/Val without uptitration group yielded a greater NT-proBNP reduction than the ACEI/ARB group (adjusted ratio of change 0.72, 95% CI, 0.55 to 0.94; P = .016) in the subgroup of reduced ejection fraction.",1296,1514
med:pmid:40389107:sec:results:sent:9,med:pmid:40389107,results,9,There were no adverse events associated with Sac/Val uptitration.,1515,1580
med:pmid:40389107:sec:conclusion:sent:10,med:pmid:40389107,conclusion,10,"Uptitration of Sac/Val therapy yielded a greater NT-proBNP level reduction in AHF patients, but Sac/Val therapy without uptitration also reduced NT-proBNP levels in a subgroup with reduced ejection fraction compared with ACEI/ARB therapy.",1581,1840
med:pmid:40265590:sec:title:sent:0,med:pmid:40265590,title,0,Comprehensive Analysis of the Effects of Sacubitril/Valsartan According to Sex Among Patients With Heart Failure and Reduced Ejection Fraction in PARADIGM-HF.,0,158
med:pmid:40265590:sec:introduction:sent:1,med:pmid:40265590,introduction,1,"Women with heart failure (HF) ejection fraction appeared to respond more favorably to sacubitril/valsartan, compared with valsartan, than men in PARAGON-HF (Prospective Comparison of ARNI With ARB Global Outcomes in Heart Failure With Preserved Ejection Fraction), driven by a greater reduction in total (first and recurrent) HF hospitalizations.",0,366
med:pmid:40265590:sec:introduction:sent:2,med:pmid:40265590,introduction,2,Sex-specific efficacy and safety of sacubitril/valsartan in PARADIGM-HF (Prospective Comparison of ARNI With ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure) remain unreported.,367,571
med:pmid:40265590:sec:results:sent:3,med:pmid:40265590,results,3,This post hoc analysis of PARADIGM-HF examined sex-based outcomes in patients with HF and reduced ejection fraction randomized to sacubitril/valsartan or enalapril.,572,765
med:pmid:40265590:sec:results:sent:4,med:pmid:40265590,results,4,The primary end point was a composite of cardiovascular death or HF hospitalization.,766,850
med:pmid:40265590:sec:results:sent:5,med:pmid:40265590,results,5,"Secondary and exploratory efficacy outcomes, biomarker changes, and safety outcomes were also assessed.",851,954
med:pmid:40265590:sec:results:sent:6,med:pmid:40265590,results,6,"Among 8399 participants, 1832 (21.8%) were women.",955,1004
med:pmid:40265590:sec:results:sent:7,med:pmid:40265590,results,7,"Women were older, had worse New York Heart Association functional class and Kansas City Cardiomyopathy Questionnaire scores, more symptoms of HF, and lower estimated glomerular filtration rate, yet had lower rates of HF hospitalization (and other worsening of HF) and cardiovascular death than men.",1005,1303
med:pmid:40265590:sec:results:sent:8,med:pmid:40265590,results,8,"Compared with enalapril, sacubitril/valsartan reduced the risk of the primary end point to a similar extent in both sexes: hazard ratios, 0.76 (95% CI, 0.62-0.94) in women and 0.80 (95% CI, 0.73-0.89) in men (<i>P</i>-interaction=0.62).",1304,1540
med:pmid:40265590:sec:results:sent:9,med:pmid:40265590,results,9,were consistent for the individual components of the primary outcome.,1541,1618
med:pmid:40265590:sec:results:sent:10,med:pmid:40265590,results,10,"The rate ratio for total HF hospitalizations was 0.66 (95% CI, 0.48-0.89) in women and 0.80 (95% CI, 0.69-0.94) in men (<i>P</i>-interaction=0.25).",1619,1766
med:pmid:40265590:sec:results:sent:11,med:pmid:40265590,results,11,Randomized treatment discontinuation and adverse effects of interest were similar in women and men.,1767,1866
med:pmid:40265590:sec:conclusion:sent:12,med:pmid:40265590,conclusion,12,"In PARADIGM-HF, sacubitril/valsartan, compared with enalapril, reduced the risk of HF hospitalizations, death from cardiovascular causes, and death from any cause similarly in women and men with HF with reduced ejection fraction.",1867,2117
med:pmid:40265590:sec:conclusion:sent:13,med:pmid:40265590,conclusion,13,"In addition, sacubitril/valsartan was safe and well tolerated, irrespective of sex.",2118,2201
med:pmid:40265590:sec:conclusion:sent:14,med:pmid:40265590,conclusion,14,<h4>Registration</h4> URL: https://www.clinicaltrials.gov; Unique Identifier: NCT01035255.,2202,2292
med:pmid:39563094:sec:title:sent:0,med:pmid:39563094,title,0,Effects of sacubitril/valsartan according to background beta-blocker therapy in patients with heart failure and reduced ejection fraction: Insights from PARADIGM-HF.,0,165
med:pmid:39563094:sec:introduction:sent:1,med:pmid:39563094,introduction,1,"Beta-blockers may inhibit neprilysin activity and conversely, neprilysin inhibition may have a sympatho-inhibitory action.",0,136
med:pmid:39563094:sec:introduction:sent:2,med:pmid:39563094,introduction,2,"Consequently, sacubitril/valsartan may have a greater effect in patients not receiving a beta-blocker compared to those treated with a beta-blocker.",137,285
med:pmid:39563094:sec:results:sent:3,med:pmid:39563094,results,3,We examined the effect of sacubitril/valsartan compared to enalapril on outcomes according to background beta-blocker treatment in the 8399 patients with heart failure with reduced ejection fraction enrolled in PARADIGM-HF.,286,538
med:pmid:39563094:sec:results:sent:4,med:pmid:39563094,results,4,The primary outcome was time to first heart failure hospitalization or cardiovascular death.,539,631
med:pmid:39563094:sec:results:sent:5,med:pmid:39563094,results,5,"Compared to the 7811 patients taking a beta-blocker, the 588 patients not receiving a beta-blocker were older, more frequently female, but had a similar mean left ventricular ejection fraction and New York Heart Association class distribution, with little difference in N-terminal pro-B-type natriuretic peptide.",632,944
med:pmid:39563094:sec:results:sent:6,med:pmid:39563094,results,6,Patients not taking beta-blockers had a higher rate of the primary endpoint than those taking beta-blockers.,945,1053
med:pmid:39563094:sec:results:sent:7,med:pmid:39563094,results,7,"The benefit of sacubitril/valsartan on the primary endpoint was evident in both the no beta-blocker subgroup (hazard ratio [HR] 0.61, 95% confidence interval [CI] 0.45-0.82) and the beta-blocker subgroup (HR 0.82, 95% CI 0.75-0.90; p-interaction = 0.06).",1054,1308
med:pmid:39563094:sec:results:sent:8,med:pmid:39563094,results,8,The respective HRs for cardiovascular death were 0.47 (95% CI 0.32-0.69) versus 0.84 (95% CI 0.75-0.95; p-interaction <0.01) and for HF hospitalization 0.76 (95% CI 0.51-1.12) versus 0.80 (95% CI 0.71-0.90; p-interaction = 0.73).,1309,1538
med:pmid:39563094:sec:results:sent:9,med:pmid:39563094,results,9,"For all-cause death, the HR in the no beta-blocker group was 0.50 (95% CI 0.36-0.71) compared to 0.89 (95% CI 0.80-0.99) in the beta-blocker group (p-interaction <0.01).",1539,1708
med:pmid:39563094:sec:results:sent:10,med:pmid:39563094,results,10,Safety outcomes related to sacubitril/valsartan versus enalapril did not differ according to background beta-blocker use.,1709,1830
med:pmid:39563094:sec:conclusion:sent:11,med:pmid:39563094,conclusion,11,"Sacubitril/valsartan may be more effective than enalapril in reducing the risk of death in patients not treated with a beta-blocker compared to those treated with a beta-blocker, but is effective regardless of beta-blocker use.",1831,2078
med:pmid:39563094:sec:conclusion:sent:12,med:pmid:39563094,conclusion,12,<h4>Clinical trial registration</h4> ClinicalTrials.gov NCT01035255.,2079,2147
med:pmid:40718065:sec:title:sent:0,med:pmid:40718065,title,0,Pharmacological treatment of patients with chronic heart failure.,0,65
med:pmid:40718065:sec:title:sent:1,med:pmid:40718065,title,1,Subanalysis of an Ecuadorian registry.,66,104
med:pmid:40718065:sec:introduction:sent:2,med:pmid:40718065,introduction,2,Introduction.,0,35
med:pmid:40718065:sec:introduction:sent:3,med:pmid:40718065,introduction,3,"In Ecuador, there is limited data on the treatment of patients with heart failure (HF).",36,123
med:pmid:40718065:sec:introduction:sent:4,med:pmid:40718065,introduction,4,This study aimed to determine the rate of use of prognosis-modifying drugs and their association with prognosis.,124,255
med:pmid:40718065:sec:methods:sent:5,med:pmid:40718065,methods,5,"A retrospective observational study was conducted on patients with chronic HF included in the ""Los Ceibos"" registry between January 2017 and December 2022.",256,442
med:pmid:40718065:sec:methods:sent:6,med:pmid:40718065,methods,6,Patients were followed for a median of 2.28 years (interquartile range [IQR]: 1.25-3.49).,443,532
med:pmid:40718065:sec:results:sent:7,med:pmid:40718065,results,7,A total of 711 patients diagnosed with HF were included.,533,606
med:pmid:40718065:sec:results:sent:8,med:pmid:40718065,results,8,"Among them, 82.7% (n=588) received angiotensin-converting enzyme inhibitors (ACEIs), angiotensin receptor blockers (ARBs), or angiotensin receptor-neprilysin inhibitors (ARNIs); 82.3% (n=585) received beta-blockers (BBs); and 51.3% (n=365) were treated with mineralocorticoid receptor antagonists (MRAs).",607,911
med:pmid:40718065:sec:results:sent:9,med:pmid:40718065,results,9,"Among patients with HFrEF, those receiving triple therapy (ACEI/ARB/ARNI + BB + MRA) had lower all-cause mortality compared to other groups (38.8%, log-rank p=0.014).",912,1078
med:pmid:40718065:sec:results:sent:10,med:pmid:40718065,results,10,"In patients with Heart Failure with preserved Ejection Fraction (HFpEF), no mortality differences were observed according to the number of medications used (log-rank p=0.720).",1079,1254
med:pmid:40718065:sec:results:sent:11,med:pmid:40718065,results,11,MRA use was not associated with a prognostic benefit in HFpEF (p>0.05).,1255,1326
med:pmid:40718065:sec:results:sent:12,med:pmid:40718065,results,12,Patients receiving triple therapy with ARNI + BB + MRA had better survival during follow-up compared to any other drug combination (log-rank p=0.027).,1327,1477
med:pmid:40718065:sec:conclusion:sent:13,med:pmid:40718065,conclusion,13,A high rate of ACEI/ARB/ARNI and BB use was observed.,1478,1552
med:pmid:40718065:sec:conclusion:sent:14,med:pmid:40718065,conclusion,14,"The use of triple therapy, particularly the combination of ARNI + BB + MRA, was associated with improved prognosis in patients with HFrEF over a four-year follow-up period.",1553,1725
med:pmid:40718065:sec:conclusion:sent:15,med:pmid:40718065,conclusion,15,No prognostic benefit of MRA use was observed in patients with HFpEF.,1726,1795
med:pmid:40385266:sec:title:sent:0,med:pmid:40385266,title,0,Initial outcomes of novel guideline-directed pharmacotherapy for systemic right heart failure in adults with congenital heart disease.,0,134
med:pmid:40385266:sec:introduction:sent:1,med:pmid:40385266,introduction,1,"The combination therapy of angiotensin-converting enzyme inhibitors (ACEi) or alternatively angiotensin receptor-neprilysin inhibitors (ARNis), beta-blockers (BBs), mineralocorticoid receptor antagonists (MRAs), and recently sodium-glucose co-transporter 2 inhibitors (SGLT2is) has been hailed as a breakthrough in heart failure treatment for patients with structurally normal hearts, with international guidelines recommending these as first-line therapies (""fantastic four"").",0,497
med:pmid:40385266:sec:introduction:sent:2,med:pmid:40385266,introduction,2,"However, specific recommendations for adult with congenital heart disease (ACHD) and systemic right ventricle (sRV), who are at heightened risk for heart failure, are largely based on clinical experience or position statements, lacking robust clinical trial data.",498,761
med:pmid:40385266:sec:introduction:sent:3,med:pmid:40385266,introduction,3,This study aims to evaluate the effectiveness and tolerability of these medications in ACHD patients with sRV.,762,872
med:pmid:40385266:sec:methods:sent:4,med:pmid:40385266,methods,4,"This retrospective single-center cohort study included 21 adult patients with sRV and signs of heart failure [6 with d-transposition of the great arteries (d-TGA) post-atrial switch, 7 with congenitally corrected transposition of the great arteries (cc-TGA), and 8 with univentricular right heart in Fontan circulation].",873,1210
med:pmid:40385266:sec:methods:sent:5,med:pmid:40385266,methods,5,"Changes in functional New York Heart Association (NYHA) class, N-terminal pro-B-type natriuretic peptide (NT-proBNP) levels, sRV function, and renal function were assessed before and after initiating or escalating heart failure pharmacotherapy with ARNi and/or SGLT2i.",1211,1479
med:pmid:40385266:sec:methods:sent:6,med:pmid:40385266,methods,6,The median follow-up was 15 months (1.24 years).,1480,1528
med:pmid:40385266:sec:results:sent:7,med:pmid:40385266,results,7,"The combination therapy was well tolerated among all patients, with no interruptions in therapy and no adverse effects such as hyperkalemia, renal dysfunction, or significant hypotension reported.",1529,1742
med:pmid:40385266:sec:results:sent:8,med:pmid:40385266,results,8,"Among the 21 patients with follow-up data, 12 were treated with the full combination of guideline-directed therapy, including ARNi and SGLT2i.",1743,1885
med:pmid:40385266:sec:results:sent:9,med:pmid:40385266,results,9,"NYHA class improved in 62.0% of patients (P=0.001), and the median NT-proBNP level decreased from 870 (range, 593-1,774) to 373 (range, 189-743) ng/L (P=0.001).",1886,2046
med:pmid:40385266:sec:results:sent:10,med:pmid:40385266,results,10,"However, no significant change in ventricular function was detected by echocardiography.",2047,2135
med:pmid:40385266:sec:conclusion:sent:11,med:pmid:40385266,conclusion,11,Our preliminary findings suggest that in ACHD patients with a sRV the new guideline-directed heart failure pharmacotherapy regimen is well tolerated and leads to improvements in NYHA class and reductions in NT-proBNP levels.,2136,2381
med:pmid:40385266:sec:conclusion:sent:12,med:pmid:40385266,conclusion,12,"Further randomized studies are needed to confirm these promising results and to explore the effects of SGLT2i, either alone or in combination, in this patient population.",2382,2552
med:pmid:40295134:sec:title:sent:0,med:pmid:40295134,title,0,"Evaluation of the efficacy of angiotensin receptor-neprilysin inhibitor in patients with aortic stenosis undergoing transcatheter aortic valve implantation: protocol for a randomised, open-label, controlled study.",0,213
med:pmid:40295134:sec:introduction:sent:1,med:pmid:40295134,introduction,1,"There are a substantial number of patients developing heart failure after transcatheter aortic valve implantation (TAVI) for severe aortic stenosis (AS), even though AS has been successfully treated.",0,221
med:pmid:40295134:sec:introduction:sent:2,med:pmid:40295134,introduction,2,"The purpose of this randomised controlled trial was to determine whether the addition of an angiotensin receptor-neprilysin inhibitor (ARNI), sacubitril/valsartan, is superior to conventional medications in lowering N-terminal pro-B-type natriuretic peptide (NT-proBNP) levels in patients undergoing TAVI for AS.",222,534
med:pmid:40295134:sec:introduction:sent:3,med:pmid:40295134,introduction,3,"<h4>Methods and analysis</h4> The study design is a prospective, single-centre, open-label, randomised, parallel-group, two-arm study, in which participants will be randomised in a 1:1 ratio to receive either conventional medications plus ARNI or conventional medications only.",535,812
med:pmid:40295134:sec:introduction:sent:4,med:pmid:40295134,introduction,4,"In the ARNI group, if a patient was on an ACE inhibitor or angiotensin II receptor blocker before TAVI, it will be switched to ARNI 100 mg/day (50 mg two times per day) on the first postoperative day.",813,1013
med:pmid:40295134:sec:introduction:sent:5,med:pmid:40295134,introduction,5,"If not, candesartan 4 mg/day will be started 1-2 days before TAVI, and switched to ARNI 100 mg/day on the first postoperative day.",1014,1144
med:pmid:40295134:sec:introduction:sent:6,med:pmid:40295134,introduction,6,"As the patient has tolerability to ARNI, dosage will be increased stepwise to 400 mg/day 2-4 weeks apart.",1145,1250
med:pmid:40295134:sec:introduction:sent:7,med:pmid:40295134,introduction,7,ARNI will be continued until at least 6-month follow-up.,1251,1307
med:pmid:40295134:sec:introduction:sent:8,med:pmid:40295134,introduction,8,"In the control group, the patient will receive conventional medications.",1308,1380
med:pmid:40295134:sec:introduction:sent:9,med:pmid:40295134,introduction,9,The primary endpoint is the serum NT-proBNP value at 6-month follow-up after TAVI.,1381,1463
