doc_id,sentence_id,product_a,product_b,section,sentence_text,narrative_type,narrative_subtype,narrative_confidence,narrative_invariant_ok,narrative_invariant_reason
med:pmid:38783593,med:pmid:38783593:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"collection included baseline characteristics, the use and recommendations of saltSubs, and the use of GDMTs, which included (i) angiotensin-converting enzyme inhibitors (ACEis) and angiotensin receptor blockers (ARBs) or angiotensin receptor-neprilysin inhibitors (ARNis), (ii) mineralocorticoid receptor antagonists (MRAs), and/or (iii) beta-blockers (BBs).",,,,,
med:pmid:38811344,med:pmid:38811344:sec:conclusion:sent:14,enalapril,sacubitril_valsartan,conclusion,Adding SGLT-2i to ARNI/ACEI + BB + MRA is beneficial for reversing cardiac remodeling.,,,,,
med:pmid:38842957,med:pmid:38842957:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,"These data support continuation of sacubitril/valsartan for heart failure treatment even when eGFR declines below this threshold (PARADIGM-HF [Prospective Comparison of ARNI with ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure], NCT01035255; and PARAGON-HF [Prospective Comparison of ARNI with ARB Global Outcomes in HF with Preserved Ejection Fraction], NCT01920711).",,,,,
med:pmid:38904251,med:pmid:38904251:sec:results:sent:3,enalapril,sacubitril_valsartan,results,"Baseline circulating protein concentrations significantly associated with the primary end point and the timing and occurrence of total heart failure hospitalization and cardiovascular death were identified by recurrent events regression, accounting for multiple testing, adjusted for age, sex, treatment, and anticoagulant use, and compared with published analyses in 2515 patients with heart failure with reduced ejection fraction from the PARADIGM-HF (Prospective Comparison of ARNI With ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure) and ATMOSPHERE (Efficacy and Safety of Aliskiren and Aliskiren/Enalapril Combination on Morbidity-Mortality in Patients With Chronic Heart Failure) clinical trials.",,,,,
med:pmid:38938237,med:pmid:38938237:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,conclusion,Sacubitril/valsartan was associated with lower 3-year rates of neurocognitive disorders when compared to ACEI/ARBs in patients with HFrEF.,,,,,
med:pmid:39105079,med:pmid:39105079:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"Out of 349 patients screened, 89 were included in the final analysis (42 in the ARNI group and 47 in the ACEI/ARB group).",,,,,
med:pmid:39105079,med:pmid:39105079:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"The primary composite rate of HHF or mortality was 20.6 events per 100 patient-years in the ARNI group and 26.1 in the ACEI/ARB group; the adjusted hazard ratio was 0.98 (95% CI: 0.28-3.43, <i>P</i> = 0.97).",,,,,
med:pmid:39106509,med:pmid:39106509:sec:discussion:sent:9,enalapril,sacubitril_valsartan,discussion,"of prescribed pathogenetic therapy showed that in patients with HFrEF, the frequency of prescription of ACE inhibitors, â-blockers and MRA decreased (<i>p</i>=0.023, 006 and 0.01, respectively), and ARNI, on the contrary, increased with a decrease in GFR (<i>p</i>=0.026).",,,,,
med:pmid:39156077,med:pmid:39156077:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"The optimal independent predictors for all-cause mortality (<i>APSELNH: A: angiotensin-converting enzyme inhibitors/angiotensin receptor blockers/angiotensin receptor-neprilysin inhibitor (ACEI/ARB/ARNI), P: percutaneous coronary intervention/coronary artery bypass graft (PCI/CABG), S: stroke, E: eGFR, L: lg of NT-proBNP</i>, <i>N: NYHA, H: healthcare</i>) were incorporated into the dynamic nomogram.",,,,,
med:pmid:39264627,med:pmid:39264627:sec:conclusion:sent:14,enalapril,sacubitril_valsartan,conclusion,"In this cohort study, sacubitril/valsartan treatment was associated with a potential kidney function benefit in patients with mHTN-associated TMA compared with ACEI/ARB treatment.",,,,,
med:pmid:39264627,med:pmid:39264627:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Among the 217 patients (mean [SD] age, 35.9 [8.8] years; 188 men [86.6%]) included in the study, 66 (30.4%) received sacubitril/valsartan and 151 (69.6%) received ACEI/ARBs at baseline.",,,,,
med:pmid:39264627,med:pmid:39264627:sec:results:sent:6,enalapril,sacubitril_valsartan,results,<h4>Exposures</h4> Treatment with sacubitril/valsartan or ACEI/ARBs during hospitalization and after discharge.,,,,,
med:pmid:39264627,med:pmid:39264627:sec:results:sent:9,enalapril,sacubitril_valsartan,results,Propensity score matching (PSM) and Cox proportional hazards regression analysis were used to evaluate the association between sacubitril/valsartan and ACEI/ARB therapy with kidney recovery outcomes.,,,,,
med:pmid:39284545,med:pmid:39284545:sec:results:sent:5,enalapril,sacubitril_valsartan,results,"However, reduction in mean systolic blood pressure from baseline to study end did not significantly differ (sacubitril/valsartan: -2.2 mmHg vs enalapril: -1.3 mmHg; p = 0.6895).",,,,,
med:pmid:39284545,med:pmid:39284545:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"Hypotension-related AEs leading to treatment discontinuation were not significantly different for sacubitril/valsartan versus enalapril (3.4 % vs 6.9 %, p = 0.5957).",,,,,
med:pmid:39318024,med:pmid:39318024:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"The first drug class initiated in HFrEF was angiotensin-converting enzyme inhibitors/angiotensin receptor-neprilysin inhibitor (ACEi/ARNi) (91.2%), beta-blockers (BB) (73.8%), mineralocorticoid receptor antagonists (MRAs) (53.4%), and sodium-glucose cotransporter 2 (SGLT2) inhibitors (48.1%).",,,,,
med:pmid:39318024,med:pmid:39318024:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"The combination ACEi/ARNi + MRA+ BB was preferred by 39.3% of physicians, ACEi/ARNi + SGLT2 inhibitors + BB by 33.3%, and ACEi/ARNi + BB by 22.2%.",,,,,
med:pmid:39319469,med:pmid:39319469:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,"In this study, sacubitril/valsartan did not show superiority over enalapril in the treatment of children with HF attributable to systemic LVSD using the prespecified global rank end point.",,,,,
med:pmid:39319469,med:pmid:39319469:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Adverse events were similar between treatment arms (incidence: sacubitril/valsartan, 88.8%; enalapril, 87.8%), and the safety profile of sacubitril/valsartan was acceptable in children.",,,,,
med:pmid:39320292,med:pmid:39320292:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,conclusion,"Although both asymptomatic and symptomatic hypotension during treatment with sacubitril/valsartan or enalapril were associated with worse outcomes, the benefits of sacubitril/valsartan were maintained (or even enhanced) in patients experiencing hypotension.",,,,,
med:pmid:39320292,med:pmid:39320292:sec:results:sent:10,enalapril,sacubitril_valsartan,results,The safety of sacubitril/valsartan vs enalapril was also maintained regardless of the occurrence of hypotension.,,,,,
med:pmid:39327768,med:pmid:39327768:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"At discharge, the proportions of patients on beta-blockers, angiotensin-converting enzyme inhibitors (ACEis)/angiotensin receptor blockers (ARBs)/angiotensin receptor/neprilysin inhibitors (ARNIs) and mineralocorticoid receptor antagonists (MRAs) were 78% (n = 144), 58% (n = 107) and 55% (n = 101), respectively.",,,,,
med:pmid:39387766,med:pmid:39387766:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,conclusion,Prospective Comparison of ARNI with ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure [PARADIGM-HF]; NCT01035255; Prospective Comparison of ARNI with ARB Global Outcomes in HF With Preserved Ejection Fraction [PARAGON-HF]; NCT01920711).,,,,,
med:pmid:39404722,med:pmid:39404722:sec:results:sent:4,enalapril,sacubitril_valsartan,results,"The present study demonstrates that the addition of dapagliflozin is beneficial in terms of clinical and cost-effectiveness, regardless of the initial regimen (angiotensin receptor-neprilysin inhibitors [ARNI] or angiotensin-converting enzyme inhibitors [ACEi]/angiotensin II receptor blockers [ARB]) of standard drug therapy for HFrEF and in all cases leads to an increase in life expectancy, a decrease in the number of hospitalizations and emergency visits due to CHF, as well as cardiovascular mortality.",,,,,
med:pmid:39404722,med:pmid:39404722:sec:results:sent:6,enalapril,sacubitril_valsartan,results,"In the case of adding dapagliflozin the values of the additional cost of an added year of life in the 3 considered standard therapy options (ARNI or ACEi/ARB, only ACEi/ARB and only ARNI) were 291,256, 279,571 and 338,374 rubles respectively.",,,,,
med:pmid:39455534,med:pmid:39455534:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"Angiotensin receptor/neprilysin inhibitors (ARNIs) are the first choice for patients with HF and reduced ejection fraction, with ACEis being the second choice in this group.",,,,,
med:pmid:39497472,med:pmid:39497472:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Of 33 patients included in this study, 67% received the full 36-hour washout period when transitioning from ACEi to ARNI.",,,,,
med:pmid:39563094,med:pmid:39563094:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,"Sacubitril/valsartan may be more effective than enalapril in reducing the risk of death in patients not treated with a beta-blocker compared to those treated with a beta-blocker, but is effective regardless of beta-blocker use.",,,,,
med:pmid:39563094,med:pmid:39563094:sec:results:sent:10,enalapril,sacubitril_valsartan,results,Safety outcomes related to sacubitril/valsartan versus enalapril did not differ according to background beta-blocker use.,,,,,
med:pmid:39563094,med:pmid:39563094:sec:results:sent:3,enalapril,sacubitril_valsartan,results,We examined the effect of sacubitril/valsartan compared to enalapril on outcomes according to background beta-blocker treatment in the 8399 patients with heart failure with reduced ejection fraction enrolled in PARADIGM-HF.,,,,,
med:pmid:39571389,med:pmid:39571389:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Key predictors included the E/e' ratio, NYHA classification, LVEF, age, BNP levels, MLR, history of atrial fibrillation (AF), use of ACEI/ARB/ARNI, and history of myocardial infarction (MI).",,,,,
med:pmid:39602121,med:pmid:39602121:sec:results:sent:13,enalapril,sacubitril_valsartan,results,"Not filling a cardiovascular medication after hospitalization was associated with not filling that medication at the time of discharge (adjusted risk ratio, 0.27 [95% CI, 0.27-0.28] for ACEIs, ARBs, or ARNIs; 0.24 [0.24-0.25] for β-blockers; 0.20 [0.19-0.20] for P2Y12Is; 0.31 [0.31-0.32] for statins or PCSK9Is; and 0.27 [0.26-0.28] for SGLT2Is or GLP-1RAs).",,,,,
med:pmid:39602121,med:pmid:39602121:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"<h4>Main outcome and measures</h4> Medicare Part D prescription fill records were examined for the following agents: (1) angiotensin-converting enzyme inhibitors (ACEIs), angiotensin receptor blockers (ARBs), or angiotensin receptor-neprilysin inhibitors (ARNIs); (2) β-blockers; (3) platelet adenosine diphosphate receptor inhibitors (P2Y12Is); (4) statins or proprotein convertase subtilisin/kexin type 9 inhibitors (PCSK9Is); and (5) glucagon-like peptide 1 receptor agonists (GLP-1RAs) or sodium glucose cotransporter 2 inhibitors (SGLT2Is).",,,,,
med:pmid:39620289,med:pmid:39620289:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Although 69.5% of the study participants indicated prescribing all four classes of HF medications during the initial hospitalization is feasible, most cardiologists preferred a sequential approach starting with ACEi/ARNi, followed by beta-blockers, mineralocorticoid receptor antagonists (MRAs), and sodium-glucose cotransporter 2 inhibitors (SGLT2i).",,,,,
med:pmid:39687932,med:pmid:39687932:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"The proportion of patients who halted GDMT was 70.4%, 53.2%, 59.8% and 63.8% for MRA, beta-blockers, ACEI/ARB/ARNI and SGLT-2 inhibitors.",,,,,
med:pmid:39719408,med:pmid:39719408:sec:results:sent:4,enalapril,sacubitril_valsartan,results,Individual patient data from the PARAGON-HF (Prospective Comparison of ARNI [Angiotensin Receptor-Neprilysin Inhibitor] with ARB [Angiotensin Receptor Blocker] Global Outcomes in HFpEF) and PARADIGM-HF (Prospective Comparison of ARNI With ACEI [Angiotensin-Converting Enzyme Inhibitor] to Determine Impact on Global Mortality and Morbidity in HF) trials were used to examine patient characteristics and outcomes according to quartiles of PNI.,,,,,
med:pmid:39792134,med:pmid:39792134:sec:results:sent:2,enalapril,sacubitril_valsartan,results,"This was a pre-specified analysis of Prospective comparison of ARNI with ARB Given following stabiLization In DEcompensated HFpEF (PARAGLIDE-HF), a double-blind, randomized controlled trial of Sac/Val versus valsartan, categorizing patients according to baseline ACEi/ARB status.",,,,,
med:pmid:39829077,med:pmid:39829077:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Among the 93.8% on some form of GDMT, 82.8%, 81.4%, 23.5%, 3.6% and 13.4% were on ACEis/ARBs/ARNis, BBs, MRAs, SGLT2is and vasodilators (Black patients only), respectively.",,,,,
med:pmid:39829077,med:pmid:39829077:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"Among treated patients, 45.8%, 21.4%, 77.6%, 100% and 14.7% were treated at ≥80% of the target dose for ACEis/ARBs/ARNis, BBs, MRAs, SGLT2is and vasodilators, respectively.",,,,,
med:pmid:39922597,med:pmid:39922597:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,"In our study, early adoption of guideline-recommended medical therapy is still limited, with a significant rise in SGLT2i prescriptions after January 2022 and a lower risk of the composite of all-cause death and urgent readmissions at 30 days restricted to the use of ACEi/ARB/ARNi.",,,,,
med:pmid:39922597,med:pmid:39922597:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"In multivariate analysis, the use of ACEi/ARB/ARNi was associated with a lower risk of 30-day all-cause death and urgent rehospitalisation (adjusted OR 0.38; 95% CI 0.24 to 0.59; p<0.01).",,,,,
med:pmid:39939202,med:pmid:39939202:sec:results:sent:12,enalapril,sacubitril_valsartan,results,Better renal function was a predictor for ACEIs/ARBs/ARNIs at any dose and ≥50% target dose.,,,,,
med:pmid:39983618,med:pmid:39983618:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,Treatment with sacubitril/valsartan or enalapril prevented deterioration of myocardial function at 6 months in patients with hematologic malignancies treated with BMT.,,,,,
med:pmid:40063170,med:pmid:40063170:sec:results:sent:15,enalapril,sacubitril_valsartan,results,"The prescription rates for key medications were as follows: β-blockers 76.4%, ACE inhibitors/ARBs 71.6%, MRA 63.3%, SGLT2I 33.5%, and ARNI 0%.",,,,,
med:pmid:40063170,med:pmid:40063170:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"Medications were classified according to the four-pillar therapy recommended by the AHA, including β-blockers, ARNI, ACE inhibitors/ARBs, SGLT2, and MRAs.",,,,,
med:pmid:40091512,med:pmid:40091512:sec:results:sent:4,enalapril,sacubitril_valsartan,results,"The GDMT score (0-8) factored in doses of beta-blocker (BB), angiotensin-converting enzyme inhibitor/angiotensin receptor blocker (ACEi/ARB), mineralocorticoid receptor antagonist (MRA), sodium-glucose cotransporter 2 inhibitor (SGLT2i), angiotensin receptor-neprilysin inhibitor (ARNI), isosorbide dinitrate/hydralazine (ISDN/HYD).",,,,,
med:pmid:40101251,med:pmid:40101251:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Of these, 95% reached titration to either guideline-recommended target doses or maximum tolerated doses for both angiotensin-converting enzyme inhibitor/angiotensin receptor blockers/angiotensin and angiotensin receptor-neprilysin inhibitor (ACEI/ARB/ARNI) and beta-blockers combined.",,,,,
med:pmid:40101251,med:pmid:40101251:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"The mean number of days to achieve titration ranged from 20.2 days for mineralocorticoid receptor antagonist drugs, between 27.5 to 32.3 days for ACEI/ARB/ARNI drugs and 41.0 days for beta-blockers; 70 (79%) patients completed the satisfaction survey at least once, with more than 98% of survey questions receiving a positive response.",,,,,
med:pmid:40188960,med:pmid:40188960:sec:conclusion:sent:9,enalapril,sacubitril_valsartan,conclusion,"ACEI/ARB, sacubitril/valsartan, and trimetazidine might improve CMD in patients with DbCM.",,,,,
med:pmid:40188960,med:pmid:40188960:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"Patients with elevated NT-pro-BNP had high AMR, and those grouped by medication indicated that ACEI/ARB, sacubitril/valsartan, and trimetazidine might lower AMR in patients with elevated NT-pro-BNP.",,,,,
med:pmid:40232857,med:pmid:40232857:sec:results:sent:4,enalapril,sacubitril_valsartan,results,"Early quadruple therapy was defined as the prescription of beta-blockers, angiotensin-converting enzyme inhibitors (ACEIs)/angiotensin receptor blockers (ARBs)/angiotensin receptor-neprilysin inhibitors (ARNIs), mineralocorticoid receptor antagonists (MRAs) and sodium-glucose cotransporter-2 inhibitors (SGLT2is) within 48 h of admission.",,,,,
med:pmid:40255655,med:pmid:40255655:sec:results:sent:12,enalapril,sacubitril_valsartan,results,"Key predictors of one-year mortality risk included Beta blockers, ACEI/ARB/ARNI, BNP, CRP, NLR, AF, MI, NYHA class, and age.",,,,,
med:pmid:40255655,med:pmid:40255655:sec:results:sent:13,enalapril,sacubitril_valsartan,results,"SHAP analysis revealed that elevated CRP, NLR, and age were associated with increased risk, while Beta blockers, ACEI/ARB/ARNI, and lower BNP values were associated with reduced risk.",,,,,
med:pmid:40261428,med:pmid:40261428:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"Prior to the index admission, chronic HF cases were receiving diuretics, beta blockers, ACEi/ARBs, ARNI, MRAs, and SGLT2i at 79.8%, 74.4%, 43.3%, 10.8%, 40.7%, and 14%, respectively.",,,,,
med:pmid:40265590,med:pmid:40265590:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,conclusion,"In PARADIGM-HF, sacubitril/valsartan, compared with enalapril, reduced the risk of HF hospitalizations, death from cardiovascular causes, and death from any cause similarly in women and men with HF with reduced ejection fraction.",,,,,
med:pmid:40265590,med:pmid:40265590:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"Compared with enalapril, sacubitril/valsartan reduced the risk of the primary end point to a similar extent in both sexes: hazard ratios, 0.76 (95% CI, 0.62-0.94) in women and 0.80 (95% CI, 0.73-0.89) in men (<i>P</i>-interaction=0.62).",,,,,
med:pmid:40268473,med:pmid:40268473:sec:results:sent:2,enalapril,sacubitril_valsartan,results,Sixty-four HF outpatients with LVEF <50% were randomized to ARNI (switching from an angiotensin-converting enzyme inhibitor/angiotensin receptor blocker [ACEi/ARB] to ARNI) or control (continuing with ACEi/ARB).,,,,,
med:pmid:40302030,med:pmid:40302030:sec:results:sent:6,enalapril,sacubitril_valsartan,results,"HF drug prescription rates were as follows: ACEI 46.3%, ARB 31.8%, ARNI 12.1%, BB 80.9%, MRA 35.6%, SGLT2i 7.3%.",,,,,
med:pmid:40353367,med:pmid:40353367:sec:discussion:sent:10,enalapril,sacubitril_valsartan,discussion,"Reductions were comparable between sacubitril/valsartan and enalapril, with a numerically greater reduction observed in adult patients versus children.",,,,,
med:pmid:40353367,med:pmid:40353367:sec:discussion:sent:8,enalapril,sacubitril_valsartan,discussion,"of 361 paediatric patients (sacubitril/valsartan, n = 179; enalapril, n = 182) demonstrated overall higher baseline NT-proBNP levels in younger AGs.",,,,,
med:pmid:40353367,med:pmid:40353367:sec:results:sent:5,enalapril,sacubitril_valsartan,results,"Associations between baseline NT-proBNP levels, changes post-baseline and the risk of HF clinical events in paediatric patients on sacubitril/valsartan or enalapril were assessed.",,,,,
med:pmid:40397431,med:pmid:40397431:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"Among 7085 sacubitril/valsartan users and 359 153 ACEI/ARB users, 6930 sacubitril/valsartan users [mean (SD) age, 61.7 (14.6) years; 70.9% male] were matched on propensity score to 27 720 ACEI/ARB users [mean (SD) age, 61.7 (15.8) years; 71.1% male].",,,,,
med:pmid:40397431,med:pmid:40397431:sec:results:sent:9,enalapril,sacubitril_valsartan,results,Sacubitril/valsartan showed a 16% lower risk of dementia compared with ACEI/ARB (HR 0.84; 95% CI 0.72-0.98).,,,,,
med:pmid:40470816,med:pmid:40470816:sec:results:sent:5,enalapril,sacubitril_valsartan,results,"At baseline, beta-blockers, angiotensin-converting enzyme inhibitor (ACEi), angiotensin receptor blocker (ARB) or angiotensin receptor-neprilysin inhibitor (ARNi), mineralocorticoid receptor antagonist (MRA) and loop diuretic use was 84% versus 86%, 89% versus 88%, 57% versus 46% and 62% versus 59% in patients receiving versus not receiving CRT, respectively.",,,,,
med:pmid:40470816,med:pmid:40470816:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"A significant association between CRT and the likelihood of ACEi/ARB/ARNi and MRA optimization (OR 1.22, 95% CI 1.04-1.44, and OR 1.25, 95% CI 1.05-1.50, respectively) was observed in the per-protocol analysis.",,,,,
med:pmid:40486108,med:pmid:40486108:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Substituting ACEIs/ARBs with ARNIs significantly improved the NYHA functional class (log odds ratio [log OR] 0.67, 95% CI 0.15-1.19; <i>p</i> = 0.01).",,,,,
med:pmid:40575771,med:pmid:40575771:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"Currently, GDMT recommendations mainly include five types of drugs: diuretics, angiotensin receptor-neprilysin inhibitors (ARNIs), renin-angiotensin system inhibitors (ACEIs/ARBs), beta-blockers, mineralocorticoid receptor antagonists (MRAs), and sodium-glucose cotransporter-2 inhibitors (SGLT-2i).",,,,,
med:pmid:40660106,med:pmid:40660106:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"Notably, 82% of patients were initiated on three or four drug classes concurrently at the start of treatment, most commonly including RAS inhibitors, MRAs, and beta-blockers, with a preference for ARNI over ACE inhibitors or ARBs.",,,,,
med:pmid:40679772,med:pmid:40679772:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"Among all patients in our study, 61.6% received either an angiotensin-converting enzyme inhibitor, angiotensin-II receptor blocker, or angiotensin receptor-neprilysin inhibitor (ACEI/ARB/ARNI); 57.0% were prescribed β-blockers; and 32.6% used a sodium-glucose cotransporter 2 inhibitor.",,,,,
med:pmid:40718065,med:pmid:40718065:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"Among them, 82.7% (n=588) received angiotensin-converting enzyme inhibitors (ACEIs), angiotensin receptor blockers (ARBs), or angiotensin receptor-neprilysin inhibitors (ARNIs); 82.3% (n=585) received beta-blockers (BBs); and 51.3% (n=365) were treated with mineralocorticoid receptor antagonists (MRAs).",,,,,
med:pmid:40718065,med:pmid:40718065:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Among patients with HFrEF, those receiving triple therapy (ACEI/ARB/ARNI + BB + MRA) had lower all-cause mortality compared to other groups (38.8%, log-rank p=0.014).",,,,,
med:pmid:40727001,med:pmid:40727001:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"LASSO regression showed that the key predictors included age, BNP, New York Heart Association (NYHA) class, LVEF, PLR, MLR, AF history, and ACEI/ARB/ARNI usage.",,,,,
med:pmid:40788620,med:pmid:40788620:sec:results:sent:3,enalapril,sacubitril_valsartan,results,CARE-HK in HF was a multinational prospective registry of outpatients with HF (regardless of left ventricular ejection fraction [LVEF]) treated with an angiotensin-converting enzyme inhibitor/angiotensin II receptor blocker/angiotensin receptor-neprilysin inhibitor (ACEI/ARB/ARNI) and either receiving or potential candidate for a mineralocorticoid receptor antagonist (MRA).,,,,,
med:pmid:40788620,med:pmid:40788620:sec:results:sent:5,enalapril,sacubitril_valsartan,results,"included frequency of hyperkalaemic events (defined by clinician report with associated potassium value), achievement of renin-angiotensin system inhibitor (RASi) optimization (defined as ≥50% target doses for ACEI/ARB/ARNI and MRA), medication changes following hyperkalaemic episodes, and clinical events.",,,,,
med:pmid:40791946,med:pmid:40791946:sec:results:sent:14,enalapril,sacubitril_valsartan,results,"RAAS inhibitors including ACE inhibitors (18.1%), ARBs (25.2%), and ARNI (10.8%), were also frequently used.",,,,,
med:pmid:40873622,med:pmid:40873622:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,ARNI significantly reduced MEE compared with ACEI/ARB.,comparative,comparative_efficacy,0.6,0,text_too_short
med:pmid:40910162,med:pmid:40910162:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"A combination of angiotensin receptor blocker/neprilysin inhibitors (ARNi)+β-blockers (BB)+sodium-glucose cotransporter 2 inhibitors (SGLT2i; MD, +5.3 [+0.4, +10.3]) was the most effective at improving quality of life followed by ARNi+BB+mineralocorticoid receptor antagonists (MRA)+SGLT2i (MD, +7.1 [-1.0 to +15.2]), ACE inhibitor+BB+MRA+SGLT2i (MD, +5.3 [-2.6, to +13.3]), and ACE inhibitor+BB+MRA+ivabradine (MD, +5.2 [-3.1 to +13.6]), which were not statistically significant.",,,,,
med:pmid:40916703,med:pmid:40916703:sec:results:sent:4,enalapril,sacubitril_valsartan,results,Participants were randomized 1:1 to sacubitril/valsartan (97/103 mg bid) or enalapril (10 mg bid).,,,,,
med:pmid:40993994,med:pmid:40993994:sec:results:sent:4,enalapril,sacubitril_valsartan,results,"In the total population, from admission to discharge there was a increase in the use of angiotensin receptor-neprilysin inhibitor (ARNI) (17.1% to 34.3%), beta-blockers (69.4% to 92.4%), mineralocorticoid receptor antagonists (MRA) (44.0% to 82.1%) and sodium-glucose co-transporter 2 inhibitors (SGLT2i) (30.8% to 79.9%), with a reduction in angiotensin-converting enzyme inhibitor (ACEI) use (all p < 0.05).",,,,,
med:pmid:40993994,med:pmid:40993994:sec:results:sent:5,enalapril,sacubitril_valsartan,results,"Similar trends were observed across HF phenotypes, including HFrEF (increased use of ARNI, 26.3% to 55.1%, beta-blockers, 69.8% to 95.3%, MRA 49.5% to 89.0%, and SGLT2I 36.2% to 79.8%, and lower ACEI use, all p < 0.05).",,,,,
med:pmid:41016569,med:pmid:41016569:sec:conclusion:sent:7,enalapril,sacubitril_valsartan,conclusion,"Compared with ACEI/ARB, ARNI demonstrated enhanced preservation of cardiac function, attenuation of adverse ventricular remodeling, and maintenance of ventricular geometry following myocardial infarction.",,,,,
med:pmid:41049960,med:pmid:41049960:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"Among 236 eligible patients, only 16.5%, 10.2%, 31.4%, and 42.8% were receiving target doses of beta-blockers, ACEI/ARB/ARNI, MRA, and SGLT2i, respectively.",,,,,
med:pmid:41070303,med:pmid:41070303:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,conclusion,LBBP combined with sacubitril/valsartan is more effective in treating elderly CHD with CHF than LBBP combined with enalapril.,,,,,
med:pmid:41070303,med:pmid:41070303:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"Of them, 53 patients comprised the LBBP & sacubitril/valsartan group and 58 patients comprised the LBBP & enalapril group.",,,,,
med:pmid:41079061,med:pmid:41079061:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"The most expensive medication regime for HF in Venezuela was ARNI-based GDMT with a median monthly cost of 393.81USD, followed by ARB-based GDMT and ACEi-based GDMT costing $100.88USD and $82.23USD respectively.",,,,,
med:pmid:41084891,med:pmid:41084891:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"In this subgroup, the use of angiotensin receptor‑neprilysin inhibitor (ARNI) / angiotensin‑converting enzyme inhibitor (ACEI) / angiotensin receptor blocker (ARB) increased from 81.5% of the patients at admission to 88.9% at discharge, of β‑blocker from 85% to 94.4%, of mineralocorticoid receptor antagonist (MRA) from 69.7% to 86.1%, and of sodium‑glucose cotransporter 2 inhibitor (SGLT2i) from 59.2% to 83.6%.",,,,,
med:pmid:41084891,med:pmid:41084891:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"ARNI/ACEI/ARB therapy was optimized in 36.2% of the participants, while the rates of optimization were 24.7%, 27.2%, and 24.4% for β‑blockers, MRA, and SGLT2i, respectively.",,,,,
med:pmid:41084891,med:pmid:41084891:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"However, only 64 patients (22.3%) attained the 4‑pillar GDMT of SGLT2i, ARNI/ACEI/ARB, β‑blockers, and MRA at doses equal to or above 50% of the target dose.",,,,,
med:pmid:41126807,med:pmid:41126807:sec:conclusion:sent:15,enalapril,sacubitril_valsartan,conclusion,"Among patients with HFrEF seen at the outpatient, there is good physician adherence to betablockers, ACEI/ARNI/ARBs, and diuretics.",,,,,
