mention_id,doc_id,sentence_id,product_canonical,alias_matched,start_char,end_char,match_method
med:pmid:41370000:sec:title:sent:0:sacubitril_valsartan:4-24,med:pmid:41370000,med:pmid:41370000:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,4,24,regex
med:pmid:41370000:sec:methods:sent:4:sacubitril_valsartan:0-20,med:pmid:41370000,med:pmid:41370000:sec:methods:sent:4,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:41370000:sec:methods:sent:6:enalapril:27-41,med:pmid:41370000,med:pmid:41370000:sec:methods:sent:6,enalapril,ACE inhibitors,27,41,regex
med:pmid:41369834:sec:methods:sent:2:sacubitril_valsartan:301-306,med:pmid:41369834,med:pmid:41369834:sec:methods:sent:2,sacubitril_valsartan,ARNIs,301,306,regex
med:pmid:41369834:sec:methods:sent:4:sacubitril_valsartan:0-5,med:pmid:41369834,med:pmid:41369834:sec:methods:sent:4,sacubitril_valsartan,ARNIs,0,5,regex
med:pmid:41369297:sec:conclusion:sent:6:enalapril:55-59,med:pmid:41369297,med:pmid:41369297:sec:conclusion:sent:6,enalapril,ACEi,55,59,regex
med:pmid:41363682:sec:results:sent:11:enalapril:185-189,med:pmid:41363682,med:pmid:41363682:sec:results:sent:11,enalapril,ACEI,185,189,regex
med:pmid:41354061:sec:title:sent:0:sacubitril_valsartan:0-20,med:pmid:41354061,med:pmid:41354061:sec:title:sent:0,sacubitril_valsartan,Sacubitril/Valsartan,0,20,regex
med:pmid:41354061:sec:methods:sent:2:sacubitril_valsartan:52-72,med:pmid:41354061,med:pmid:41354061:sec:methods:sent:2,sacubitril_valsartan,Sacubitril/Valsartan,52,72,regex
med:pmid:41326864:sec:abstract:sent:3:enalapril:34-48,med:pmid:41326864,med:pmid:41326864:sec:abstract:sent:3,enalapril,ACE inhibitors,34,48,regex
med:pmid:41326864:sec:abstract:sent:3:enalapril:166-170,med:pmid:41326864,med:pmid:41326864:sec:abstract:sent:3,enalapril,ACEi,166,170,regex
med:pmid:41326864:sec:abstract:sent:4:sacubitril_valsartan:0-20,med:pmid:41326864,med:pmid:41326864:sec:abstract:sent:4,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:41326864:sec:abstract:sent:4:sacubitril_valsartan:22-26,med:pmid:41326864,med:pmid:41326864:sec:abstract:sent:4,sacubitril_valsartan,ARNI,22,26,regex
med:pmid:41286586:sec:abstract:sent:8:enalapril:161-165,med:pmid:41286586,med:pmid:41286586:sec:abstract:sent:8,enalapril,ACEI,161,165,regex
med:pmid:41276172:sec:results:sent:8:enalapril:49-54,med:pmid:41276172,med:pmid:41276172:sec:results:sent:8,enalapril,ACEis,49,54,regex
med:pmid:41276172:sec:conclusion:sent:10:enalapril:106-110,med:pmid:41276172,med:pmid:41276172:sec:conclusion:sent:10,enalapril,ACEi,106,110,regex
med:pmid:41243130:sec:results:sent:8:sacubitril_valsartan:9-13,med:pmid:41243130,med:pmid:41243130:sec:results:sent:8,sacubitril_valsartan,ARNI,9,13,regex
med:pmid:41206800:sec:methods:sent:2:sacubitril_valsartan:124-128,med:pmid:41206800,med:pmid:41206800:sec:methods:sent:2,sacubitril_valsartan,ARNI,124,128,regex
med:pmid:41206800:sec:conclusion:sent:8:sacubitril_valsartan:60-64,med:pmid:41206800,med:pmid:41206800:sec:conclusion:sent:8,sacubitril_valsartan,ARNI,60,64,regex
med:pmid:41176202:sec:introduction:sent:2:enalapril:243-247,med:pmid:41176202,med:pmid:41176202:sec:introduction:sent:2,enalapril,ACEi,243,247,regex
med:pmid:41176202:sec:results:sent:4:enalapril:0-4,med:pmid:41176202,med:pmid:41176202:sec:results:sent:4,enalapril,ACEi,0,4,regex
med:pmid:41176202:sec:conclusion:sent:6:enalapril:244-248,med:pmid:41176202,med:pmid:41176202:sec:conclusion:sent:6,enalapril,ACEi,244,248,regex
med:pmid:41161381:sec:results:sent:5:sacubitril_valsartan:100-120,med:pmid:41161381,med:pmid:41161381:sec:results:sent:5,sacubitril_valsartan,sacubitril/valsartan,100,120,regex
med:pmid:41161035:sec:results:sent:7:sacubitril_valsartan:308-328,med:pmid:41161035,med:pmid:41161035:sec:results:sent:7,sacubitril_valsartan,sacubitril/valsartan,308,328,regex
med:pmid:41148429:sec:abstract:sent:10:enalapril:198-211,med:pmid:41148429,med:pmid:41148429:sec:abstract:sent:10,enalapril,ACE inhibitor,198,211,regex
med:pmid:41147163:sec:methods:sent:4:sacubitril_valsartan:67-87,med:pmid:41147163,med:pmid:41147163:sec:methods:sent:4,sacubitril_valsartan,sacubitril/valsartan,67,87,regex
med:pmid:41147163:sec:conclusion:sent:7:sacubitril_valsartan:233-253,med:pmid:41147163,med:pmid:41147163:sec:conclusion:sent:7,sacubitril_valsartan,sacubitril/valsartan,233,253,regex
med:pmid:41101188:sec:abstract:sent:2:sacubitril_valsartan:189-193,med:pmid:41101188,med:pmid:41101188:sec:abstract:sent:2,sacubitril_valsartan,Arni,189,193,regex
med:pmid:41091441:sec:methods:sent:4:enalapril:106-111,med:pmid:41091441,med:pmid:41091441:sec:methods:sent:4,enalapril,ACEIs,106,111,regex
med:pmid:41091441:sec:results:sent:8:enalapril:136-140,med:pmid:41091441,med:pmid:41091441:sec:results:sent:8,enalapril,ACEI,136,140,regex
med:pmid:41082853:sec:results:sent:7:enalapril:0-13,med:pmid:41082853,med:pmid:41082853:sec:results:sent:7,enalapril,ACE inhibitor,0,13,regex
med:pmid:41082853:sec:conclusion:sent:9:enalapril:108-121,med:pmid:41082853,med:pmid:41082853:sec:conclusion:sent:9,enalapril,ACE inhibitor,108,121,regex
med:pmid:41060409:sec:abstract:sent:3:sacubitril_valsartan:128-133,med:pmid:41060409,med:pmid:41060409:sec:abstract:sent:3,sacubitril_valsartan,ARNIs,128,133,regex
med:pmid:40925796:sec:title:sent:0:sacubitril_valsartan:49-69,med:pmid:40925796,med:pmid:40925796:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,49,69,regex
med:pmid:40925796:sec:introduction:sent:1:sacubitril_valsartan:0-20,med:pmid:40925796,med:pmid:40925796:sec:introduction:sent:1,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:40925796:sec:introduction:sent:2:sacubitril_valsartan:44-64,med:pmid:40925796,med:pmid:40925796:sec:introduction:sent:2,sacubitril_valsartan,sacubitril/valsartan,44,64,regex
med:pmid:40925796:sec:introduction:sent:2:sacubitril_valsartan:255-275,med:pmid:40925796,med:pmid:40925796:sec:introduction:sent:2,sacubitril_valsartan,sacubitril/valsartan,255,275,regex
med:pmid:40925796:sec:introduction:sent:2:sacubitril_valsartan:663-683,med:pmid:40925796,med:pmid:40925796:sec:introduction:sent:2,sacubitril_valsartan,sacubitril/valsartan,663,683,regex
med:pmid:40925796:sec:introduction:sent:2:sacubitril_valsartan:764-784,med:pmid:40925796,med:pmid:40925796:sec:introduction:sent:2,sacubitril_valsartan,sacubitril/valsartan,764,784,regex
med:pmid:40925796:sec:conclusion:sent:7:sacubitril_valsartan:556-576,med:pmid:40925796,med:pmid:40925796:sec:conclusion:sent:7,sacubitril_valsartan,sacubitril/valsartan,556,576,regex
med:pmid:40922558:sec:title:sent:0:sacubitril_valsartan:23-43,med:pmid:40922558,med:pmid:40922558:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,23,43,regex
med:pmid:40922558:sec:introduction:sent:2:sacubitril_valsartan:0-20,med:pmid:40922558,med:pmid:40922558:sec:introduction:sent:2,sacubitril_valsartan,Sacubitril/valsartan,0,20,regex
med:pmid:40922558:sec:methods:sent:3:sacubitril_valsartan:86-106,med:pmid:40922558,med:pmid:40922558:sec:methods:sent:3,sacubitril_valsartan,sacubitril/valsartan,86,106,regex
med:pmid:40922558:sec:methods:sent:3:sacubitril_valsartan:196-216,med:pmid:40922558,med:pmid:40922558:sec:methods:sent:3,sacubitril_valsartan,sacubitril/valsartan,196,216,regex
med:pmid:40922558:sec:results:sent:5:sacubitril_valsartan:131-151,med:pmid:40922558,med:pmid:40922558:sec:results:sent:5,sacubitril_valsartan,sacubitril/valsartan,131,151,regex
med:pmid:40922558:sec:results:sent:5:sacubitril_valsartan:189-209,med:pmid:40922558,med:pmid:40922558:sec:results:sent:5,sacubitril_valsartan,Sacubitril/valsartan,189,209,regex
med:pmid:40922558:sec:results:sent:6:sacubitril_valsartan:89-109,med:pmid:40922558,med:pmid:40922558:sec:results:sent:6,sacubitril_valsartan,sacubitril/valsartan,89,109,regex
med:pmid:40922558:sec:conclusion:sent:7:sacubitril_valsartan:203-223,med:pmid:40922558,med:pmid:40922558:sec:conclusion:sent:7,sacubitril_valsartan,sacubitril/valsartan,203,223,regex
med:pmid:40922558:sec:conclusion:sent:7:sacubitril_valsartan:254-274,med:pmid:40922558,med:pmid:40922558:sec:conclusion:sent:7,sacubitril_valsartan,Sacubitril/valsartan,254,274,regex
med:pmid:40910162:sec:results:sent:6:sacubitril_valsartan:69-73,med:pmid:40910162,med:pmid:40910162:sec:results:sent:6,sacubitril_valsartan,ARNi,69,73,regex
med:pmid:40910162:sec:results:sent:6:sacubitril_valsartan:230-234,med:pmid:40910162,med:pmid:40910162:sec:results:sent:6,sacubitril_valsartan,ARNi,230,234,regex
med:pmid:40910162:sec:results:sent:6:enalapril:318-331,med:pmid:40910162,med:pmid:40910162:sec:results:sent:6,enalapril,ACE inhibitor,318,331,regex
med:pmid:40910162:sec:results:sent:6:enalapril:379-392,med:pmid:40910162,med:pmid:40910162:sec:results:sent:6,enalapril,ACE inhibitor,379,392,regex
med:pmid:40910162:sec:conclusion:sent:7:sacubitril_valsartan:152-156,med:pmid:40910162,med:pmid:40910162:sec:conclusion:sent:7,sacubitril_valsartan,ARNi,152,156,regex
med:pmid:40910162:sec:conclusion:sent:7:sacubitril_valsartan:234-238,med:pmid:40910162,med:pmid:40910162:sec:conclusion:sent:7,sacubitril_valsartan,ARNi,234,238,regex
med:pmid:40910162:sec:conclusion:sent:7:sacubitril_valsartan:252-256,med:pmid:40910162,med:pmid:40910162:sec:conclusion:sent:7,sacubitril_valsartan,ARNi,252,256,regex
med:pmid:40905143:sec:methods:sent:3:enalapril:39-53,med:pmid:40905143,med:pmid:40905143:sec:methods:sent:3,enalapril,ACE inhibitors,39,53,regex
med:pmid:40905143:sec:results:sent:6:enalapril:104-117,med:pmid:40905143,med:pmid:40905143:sec:results:sent:6,enalapril,ACE inhibitor,104,117,regex
med:pmid:40905143:sec:conclusion:sent:8:enalapril:27-40,med:pmid:40905143,med:pmid:40905143:sec:conclusion:sent:8,enalapril,ACE inhibitor,27,40,regex
med:pmid:40905143:sec:conclusion:sent:8:enalapril:245-258,med:pmid:40905143,med:pmid:40905143:sec:conclusion:sent:8,enalapril,ACE inhibitor,245,258,regex
med:pmid:40892608:sec:introduction:sent:1:sacubitril_valsartan:118-122,med:pmid:40892608,med:pmid:40892608:sec:introduction:sent:1,sacubitril_valsartan,ARNi,118,122,regex
med:pmid:40892608:sec:results:sent:5:sacubitril_valsartan:44-48,med:pmid:40892608,med:pmid:40892608:sec:results:sent:5,sacubitril_valsartan,ARNi,44,48,regex
med:pmid:40892608:sec:results:sent:5:sacubitril_valsartan:202-206,med:pmid:40892608,med:pmid:40892608:sec:results:sent:5,sacubitril_valsartan,ARNi,202,206,regex
med:pmid:40892608:sec:conclusion:sent:6:sacubitril_valsartan:61-65,med:pmid:40892608,med:pmid:40892608:sec:conclusion:sent:6,sacubitril_valsartan,ARNi,61,65,regex
med:pmid:40892608:sec:conclusion:sent:6:sacubitril_valsartan:185-189,med:pmid:40892608,med:pmid:40892608:sec:conclusion:sent:6,sacubitril_valsartan,ARNi,185,189,regex
med:pmid:40892608:sec:conclusion:sent:6:sacubitril_valsartan:420-424,med:pmid:40892608,med:pmid:40892608:sec:conclusion:sent:6,sacubitril_valsartan,ARNi,420,424,regex
med:pmid:40885032:sec:abstract:sent:6:sacubitril_valsartan:219-239,med:pmid:40885032,med:pmid:40885032:sec:abstract:sent:6,sacubitril_valsartan,sacubitril valsartan,219,239,regex
med:pmid:40848924:sec:title:sent:0:sacubitril_valsartan:144-148,med:pmid:40848924,med:pmid:40848924:sec:title:sent:0,sacubitril_valsartan,ARNI,144,148,regex
med:pmid:40848924:sec:abstract:sent:3:sacubitril_valsartan:62-66,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:3,sacubitril_valsartan,ARNI,62,66,regex
med:pmid:40848924:sec:abstract:sent:4:sacubitril_valsartan:4-8,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:4,sacubitril_valsartan,ARNI,4,8,regex
med:pmid:40848924:sec:abstract:sent:5:sacubitril_valsartan:87-91,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:5,sacubitril_valsartan,ARNI,87,91,regex
med:pmid:40848924:sec:abstract:sent:5:sacubitril_valsartan:111-115,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:5,sacubitril_valsartan,ARNI,111,115,regex
med:pmid:40848924:sec:abstract:sent:6:sacubitril_valsartan:72-92,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:6,sacubitril_valsartan,sacubitril/valsartan,72,92,regex
med:pmid:40848924:sec:abstract:sent:9:sacubitril_valsartan:53-57,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:9,sacubitril_valsartan,ARNI,53,57,regex
med:pmid:40848924:sec:abstract:sent:10:sacubitril_valsartan:3-7,med:pmid:40848924,med:pmid:40848924:sec:abstract:sent:10,sacubitril_valsartan,ARNI,3,7,regex
med:pmid:40841853:sec:title:sent:0:sacubitril_valsartan:41-61,med:pmid:40841853,med:pmid:40841853:sec:title:sent:0,sacubitril_valsartan,sacubitril/valsartan,41,61,regex
med:pmid:40841853:sec:abstract:sent:1:sacubitril_valsartan:57-77,med:pmid:40841853,med:pmid:40841853:sec:abstract:sent:1,sacubitril_valsartan,sacubitril/valsartan,57,77,regex
med:pmid:40841853:sec:abstract:sent:2:sacubitril_valsartan:187-207,med:pmid:40841853,med:pmid:40841853:sec:abstract:sent:2,sacubitril_valsartan,sacubitril/valsartan,187,207,regex
med:pmid:40795350:sec:results:sent:7:sacubitril_valsartan:76-80,med:pmid:40795350,med:pmid:40795350:sec:results:sent:7,sacubitril_valsartan,ARNI,76,80,regex
med:pmid:40780448:sec:abstract:sent:3:sacubitril_valsartan:71-91,med:pmid:40780448,med:pmid:40780448:sec:abstract:sent:3,sacubitril_valsartan,sacubitril/valsartan,71,91,regex
med:pmid:40780448:sec:abstract:sent:11:sacubitril_valsartan:24-44,med:pmid:40780448,med:pmid:40780448:sec:abstract:sent:11,sacubitril_valsartan,sacubitril/valsartan,24,44,regex
med:pmid:40720993:sec:results:sent:6:enalapril:241-280,med:pmid:40720993,med:pmid:40720993:sec:results:sent:6,enalapril,angiotensin converting enzyme inhibitor,241,280,regex
med:pmid:40720993:sec:results:sent:6:enalapril:311-315,med:pmid:40720993,med:pmid:40720993:sec:results:sent:6,enalapril,ACEI,311,315,regex
med:pmid:40720993:sec:results:sent:7:enalapril:148-152,med:pmid:40720993,med:pmid:40720993:sec:results:sent:7,enalapril,ACEI,148,152,regex
med:pmid:40698912:sec:abstract:sent:7:sacubitril_valsartan:212-253,med:pmid:40698912,med:pmid:40698912:sec:abstract:sent:7,sacubitril_valsartan,angiotensin receptor neprilysin inhibitor,212,253,regex
med:pmid:40685500:sec:results:sent:5:enalapril:158-162,med:pmid:40685500,med:pmid:40685500:sec:results:sent:5,enalapril,ACEI,158,162,regex
med:pmid:40473009:sec:conclusion:sent:9:sacubitril_valsartan:113-154,med:pmid:40473009,med:pmid:40473009:sec:conclusion:sent:9,sacubitril_valsartan,angiotensin receptor neprilysin inhibitor,113,154,regex
med:pmid:40380865:sec:conclusion:sent:10:enalapril:102-106,med:pmid:40380865,med:pmid:40380865:sec:conclusion:sent:10,enalapril,ACEI,102,106,regex
med:pmid:40125863:sec:conclusion:sent:6:enalapril:146-150,med:pmid:40125863,med:pmid:40125863:sec:conclusion:sent:6,enalapril,ACEI,146,150,regex
med:pmid:40122071:sec:title:sent:0:enalapril:20-24,med:pmid:40122071,med:pmid:40122071:sec:title:sent:0,enalapril,ACEI,20,24,regex
med:pmid:40122071:sec:introduction:sent:1:enalapril:111-115,med:pmid:40122071,med:pmid:40122071:sec:introduction:sent:1,enalapril,ACEI,111,115,regex
med:pmid:40122071:sec:introduction:sent:2:enalapril:30-34,med:pmid:40122071,med:pmid:40122071:sec:introduction:sent:2,enalapril,ACEI,30,34,regex
med:pmid:40122071:sec:introduction:sent:2:enalapril:65-69,med:pmid:40122071,med:pmid:40122071:sec:introduction:sent:2,enalapril,ACEI,65,69,regex
med:pmid:40122071:sec:introduction:sent:2:enalapril:89-93,med:pmid:40122071,med:pmid:40122071:sec:introduction:sent:2,enalapril,ACEI,89,93,regex
med:pmid:40122071:sec:results:sent:3:enalapril:231-235,med:pmid:40122071,med:pmid:40122071:sec:results:sent:3,enalapril,ACEI,231,235,regex
med:pmid:40122071:sec:results:sent:4:enalapril:20-24,med:pmid:40122071,med:pmid:40122071:sec:results:sent:4,enalapril,ACEI,20,24,regex
med:pmid:40122071:sec:results:sent:4:enalapril:58-62,med:pmid:40122071,med:pmid:40122071:sec:results:sent:4,enalapril,ACEI,58,62,regex
med:pmid:40122071:sec:results:sent:6:enalapril:0-4,med:pmid:40122071,med:pmid:40122071:sec:results:sent:6,enalapril,ACEI,0,4,regex
med:pmid:40122071:sec:results:sent:7:enalapril:0-4,med:pmid:40122071,med:pmid:40122071:sec:results:sent:7,enalapril,ACEI,0,4,regex
med:pmid:40122071:sec:results:sent:8:enalapril:54-58,med:pmid:40122071,med:pmid:40122071:sec:results:sent:8,enalapril,ACEI,54,58,regex
med:pmid:40122071:sec:conclusion:sent:9:enalapril:0-4,med:pmid:40122071,med:pmid:40122071:sec:conclusion:sent:9,enalapril,ACEI,0,4,regex
med:pmid:40122071:sec:conclusion:sent:9:enalapril:143-147,med:pmid:40122071,med:pmid:40122071:sec:conclusion:sent:9,enalapril,ACEI,143,147,regex
med:pmid:40118200:sec:results:sent:8:sacubitril_valsartan:131-136,med:pmid:40118200,med:pmid:40118200:sec:results:sent:8,sacubitril_valsartan,ARNIs,131,136,regex
med:pmid:40109088:sec:abstract:sent:12:enalapril:75-79,med:pmid:40109088,med:pmid:40109088:sec:abstract:sent:12,enalapril,ACEi,75,79,regex
med:pmid:40105368:sec:results:sent:3:enalapril:73-77,med:pmid:40105368,med:pmid:40105368:sec:results:sent:3,enalapril,ACEi,73,77,regex
med:pmid:40105368:sec:results:sent:3:sacubitril_valsartan:177-181,med:pmid:40105368,med:pmid:40105368:sec:results:sent:3,sacubitril_valsartan,ARNI,177,181,regex
med:pmid:39806782:sec:results:sent:5:enalapril:87-91,med:pmid:39806782,med:pmid:39806782:sec:results:sent:5,enalapril,ACEI,87,91,regex
med:pmid:39806782:sec:results:sent:6:enalapril:41-45,med:pmid:39806782,med:pmid:39806782:sec:results:sent:6,enalapril,ACEI,41,45,regex
med:pmid:39806782:sec:results:sent:7:enalapril:79-83,med:pmid:39806782,med:pmid:39806782:sec:results:sent:7,enalapril,ACEI,79,83,regex
med:pmid:41493293:sec:abstract:sent:6:sacubitril_valsartan:99-119,med:pmid:41493293,med:pmid:41493293:sec:abstract:sent:6,sacubitril_valsartan,sacubitril/valsartan,99,119,regex
med:pmid:41493293:sec:abstract:sent:10:sacubitril_valsartan:24-44,med:pmid:41493293,med:pmid:41493293:sec:abstract:sent:10,sacubitril_valsartan,sacubitril/valsartan,24,44,regex
med:pmid:41466925:sec:abstract:sent:2:enalapril:64-69,med:pmid:41466925,med:pmid:41466925:sec:abstract:sent:2,enalapril,ACEIs,64,69,regex
med:pmid:41466925:sec:abstract:sent:3:enalapril:201-205,med:pmid:41466925,med:pmid:41466925:sec:abstract:sent:3,enalapril,ACEI,201,205,regex
med:pmid:41466925:sec:abstract:sent:9:enalapril:85-89,med:pmid:41466925,med:pmid:41466925:sec:abstract:sent:9,enalapril,ACEI,85,89,regex
med:pmid:41443722:sec:abstract:sent:8:enalapril:885-889,med:pmid:41443722,med:pmid:41443722:sec:abstract:sent:8,enalapril,ACEi,885,889,regex
med:pmid:41409925:sec:abstract:sent:1:enalapril:156-160,med:pmid:41409925,med:pmid:41409925:sec:abstract:sent:1,enalapril,ACEi,156,160,regex
med:pmid:41409925:sec:abstract:sent:3:enalapril:84-88,med:pmid:41409925,med:pmid:41409925:sec:abstract:sent:3,enalapril,ACEi,84,88,regex
med:pmid:41409925:sec:abstract:sent:6:enalapril:157-161,med:pmid:41409925,med:pmid:41409925:sec:abstract:sent:6,enalapril,ACEi,157,161,regex
med:pmid:41409925:sec:abstract:sent:8:enalapril:123-127,med:pmid:41409925,med:pmid:41409925:sec:abstract:sent:8,enalapril,ACEi,123,127,regex
med:pmid:41378016:sec:results:sent:10:enalapril:169-174,med:pmid:41378016,med:pmid:41378016:sec:results:sent:10,enalapril,ACEIs,169,174,regex
med:pmid:41378016:sec:conclusion:sent:11:enalapril:57-61,med:pmid:41378016,med:pmid:41378016:sec:conclusion:sent:11,enalapril,ACEI,57,61,regex
med:pmid:41377094:sec:introduction:sent:7:enalapril:144-148,med:pmid:41377094,med:pmid:41377094:sec:introduction:sent:7,enalapril,ACEi,144,148,regex
med:pmid:41377094:sec:introduction:sent:7:sacubitril_valsartan:153-157,med:pmid:41377094,med:pmid:41377094:sec:introduction:sent:7,sacubitril_valsartan,ARNI,153,157,regex
med:pmid:41375628:sec:abstract:sent:3:enalapril:97-101,med:pmid:41375628,med:pmid:41375628:sec:abstract:sent:3,enalapril,ACEI,97,101,regex
med:pmid:41356297:sec:abstract:sent:4:sacubitril_valsartan:233-238,med:pmid:41356297,med:pmid:41356297:sec:abstract:sent:4,sacubitril_valsartan,ARNIs,233,238,regex
med:pmid:41330494:sec:abstract:sent:3:enalapril:19-33,med:pmid:41330494,med:pmid:41330494:sec:abstract:sent:3,enalapril,ACE inhibitors,19,33,regex
med:pmid:41330494:sec:abstract:sent:5:enalapril:75-88,med:pmid:41330494,med:pmid:41330494:sec:abstract:sent:5,enalapril,ACE inhibitor,75,88,regex
med:pmid:41330494:sec:abstract:sent:6:enalapril:28-42,med:pmid:41330494,med:pmid:41330494:sec:abstract:sent:6,enalapril,ACE inhibitors,28,42,regex
med:pmid:41304916:sec:introduction:sent:10:sacubitril_valsartan:19-39,med:pmid:41304916,med:pmid:41304916:sec:introduction:sent:10,sacubitril_valsartan,sacubitril/valsartan,19,39,regex
med:pmid:41304916:sec:introduction:sent:11:enalapril:51-65,med:pmid:41304916,med:pmid:41304916:sec:introduction:sent:11,enalapril,ACE inhibitors,51,65,regex
med:pmid:41303485:sec:abstract:sent:8:sacubitril_valsartan:343-347,med:pmid:41303485,med:pmid:41303485:sec:abstract:sent:8,sacubitril_valsartan,ARNI,343,347,regex
med:pmid:41303390:sec:title:sent:0:sacubitril_valsartan:10-30,med:pmid:41303390,med:pmid:41303390:sec:title:sent:0,sacubitril_valsartan,Sacubitril/Valsartan,10,30,regex
med:pmid:41303390:sec:abstract:sent:2:sacubitril_valsartan:107-127,med:pmid:41303390,med:pmid:41303390:sec:abstract:sent:2,sacubitril_valsartan,sacubitril/valsartan,107,127,regex
med:pmid:41303390:sec:abstract:sent:2:sacubitril_valsartan:129-133,med:pmid:41303390,med:pmid:41303390:sec:abstract:sent:2,sacubitril_valsartan,ARNI,129,133,regex
med:pmid:41303390:sec:abstract:sent:3:sacubitril_valsartan:12-16,med:pmid:41303390,med:pmid:41303390:sec:abstract:sent:3,sacubitril_valsartan,ARNI,12,16,regex
med:pmid:41303390:sec:abstract:sent:4:sacubitril_valsartan:101-105,med:pmid:41303390,med:pmid:41303390:sec:abstract:sent:4,sacubitril_valsartan,ARNI,101,105,regex
med:pmid:41303390:sec:abstract:sent:4:sacubitril_valsartan:118-122,med:pmid:41303390,med:pmid:41303390:sec:abstract:sent:4,sacubitril_valsartan,ARNI,118,122,regex
med:pmid:41303390:sec:abstract:sent:7:sacubitril_valsartan:0-4,med:pmid:41303390,med:pmid:41303390:sec:abstract:sent:7,sacubitril_valsartan,ARNI,0,4,regex
med:pmid:41303015:sec:introduction:sent:9:sacubitril_valsartan:76-80,med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:9,sacubitril_valsartan,ARNI,76,80,regex
med:pmid:41303015:sec:introduction:sent:9:enalapril:125-129,med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:9,enalapril,ACEI,125,129,regex
med:pmid:41303015:sec:introduction:sent:10:sacubitril_valsartan:0-4,med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:10,sacubitril_valsartan,ARNI,0,4,regex
med:pmid:41303015:sec:introduction:sent:10:enalapril:5-9,med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:10,enalapril,ACEI,5,9,regex
med:pmid:41303015:sec:introduction:sent:11:sacubitril_valsartan:94-98,med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:11,sacubitril_valsartan,ARNI,94,98,regex
med:pmid:41303015:sec:introduction:sent:11:enalapril:99-103,med:pmid:41303015,med:pmid:41303015:sec:introduction:sent:11,enalapril,ACEI,99,103,regex
med:pmid:41296625:sec:methods:sent:2:enalapril:113-117,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:2,enalapril,ACEi,113,117,regex
med:pmid:41296625:sec:methods:sent:3:enalapril:60-64,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:3,enalapril,ACEi,60,64,regex
med:pmid:41296625:sec:methods:sent:3:sacubitril_valsartan:69-73,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:3,sacubitril_valsartan,ARNI,69,73,regex
med:pmid:41296625:sec:methods:sent:4:enalapril:124-128,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:4,enalapril,ACEi,124,128,regex
med:pmid:41296625:sec:methods:sent:4:sacubitril_valsartan:133-137,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:4,sacubitril_valsartan,ARNI,133,137,regex
med:pmid:41296625:sec:methods:sent:5:enalapril:58-62,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:5,enalapril,ACEi,58,62,regex
med:pmid:41296625:sec:methods:sent:5:sacubitril_valsartan:67-71,med:pmid:41296625,med:pmid:41296625:sec:methods:sent:5,sacubitril_valsartan,ARNI,67,71,regex
med:pmid:41296625:sec:conclusion:sent:7:enalapril:210-214,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:7,enalapril,ACEi,210,214,regex
med:pmid:41296625:sec:conclusion:sent:7:sacubitril_valsartan:219-223,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:7,sacubitril_valsartan,ARNI,219,223,regex
med:pmid:41296625:sec:conclusion:sent:8:enalapril:53-57,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:8,enalapril,ACEi,53,57,regex
med:pmid:41296625:sec:conclusion:sent:8:sacubitril_valsartan:62-66,med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:8,sacubitril_valsartan,ARNI,62,66,regex
med:pmid:41293906:sec:abstract:sent:7:enalapril:165-169,med:pmid:41293906,med:pmid:41293906:sec:abstract:sent:7,enalapril,ACEI,165,169,regex
med:pmid:41289784:sec:introduction:sent:8:sacubitril_valsartan:87-107,med:pmid:41289784,med:pmid:41289784:sec:introduction:sent:8,sacubitril_valsartan,sacubitril/valsartan,87,107,regex
med:pmid:41289765:sec:results:sent:6:enalapril:56-95,med:pmid:41289765,med:pmid:41289765:sec:results:sent:6,enalapril,angiotensin converting enzyme inhibitor,56,95,regex
med:pmid:41287294:sec:abstract:sent:5:enalapril:141-145,med:pmid:41287294,med:pmid:41287294:sec:abstract:sent:5,enalapril,ACEI,141,145,regex
