doc_id,recency_weight,study_type,study_type_weight,combined_weight,computed_at
med:pmid:26848816,0.0010259903497873658,randomized controlled trial,1.6,0.0016415845596597853,2026-01-07 21:05:51
med:pmid:26791477,0.0009971768331200545,randomized controlled trial,1.6,0.0015954829329920873,2026-01-07 21:05:51
med:pmid:30310445,0.0014386228202562896,review,0.9,0.0012947605382306606,2026-01-07 21:05:51
med:pmid:27679725,0.0015171889012889903,case report,0.7,0.0010620322309022932,2026-01-07 21:05:51
med:pmid:27630801,0.0014578744441391901,other,1.0,0.0014578744441391901,2026-01-07 21:05:51
med:pmid:27586552,0.0014386228202562896,other,1.0,0.0014386228202562896,2026-01-07 21:05:51
med:pmid:27579880,0.0014386228202562896,other,1.0,0.0014386228202562896,2026-01-07 21:05:51
med:pmid:27578917,0.0014386228202562896,case report,0.7,0.0010070359741794026,2026-01-07 21:05:51
med:pmid:27552363,0.001499999860815406,review,0.9,0.0013499998747338656,2026-01-07 21:05:51
med:pmid:27524220,0.0011875399644530106,other,1.0,0.0011875399644530106,2026-01-07 21:05:51
med:pmid:27502849,0.0012057191303505876,observational study,1.2,0.0014468629564207052,2026-01-07 21:05:51
med:pmid:27426939,0.0009654985037347874,other,1.0,0.0009654985037347874,2026-01-07 21:05:51
med:pmid:27388615,0.001371918941285645,randomized controlled trial,1.6,0.002195070306057032,2026-01-07 21:05:52
med:pmid:27381861,0.0013486703032740235,other,1.0,0.0013486703032740235,2026-01-07 21:05:52
med:pmid:27377680,0.001366718184243994,other,1.0,0.001366718184243994,2026-01-07 21:05:52
med:pmid:27354656,0.0013461115636959886,other,1.0,0.0013461115636959886,2026-01-07 21:05:52
med:pmid:27354147,0.0013512339066006544,other,1.0,0.0013512339066006544,2026-01-07 21:05:52
med:pmid:27331782,0.0014386228202562896,other,1.0,0.0014386228202562896,2026-01-07 21:05:52
med:pmid:27324636,0.0014386228202562896,review,0.9,0.0012947605382306606,2026-01-07 21:05:52
med:pmid:27322350,0.0014386228202562896,other,1.0,0.0014386228202562896,2026-01-07 21:05:52
med:pmid:27321165,0.001325815638370528,clinical trial,1.4,0.0018561418937187392,2026-01-07 21:05:52
med:pmid:27296703,0.0013058257237769594,other,1.0,0.0013058257237769594,2026-01-07 21:05:52
med:pmid:27288733,0.001298407455270613,other,1.0,0.001298407455270613,2026-01-07 21:05:52
med:pmid:27271564,0.0014386228202562896,review,0.9,0.0012947605382306606,2026-01-07 21:05:52
med:pmid:27260315,0.0014386228202562896,review,0.9,0.0012947605382306606,2026-01-07 21:05:52
med:pmid:27256435,0.0014386228202562896,review,0.9,0.0012947605382306606,2026-01-07 21:05:52
med:pmid:27239047,0.001266745540908767,other,1.0,0.001266745540908767,2026-01-07 21:05:52
med:pmid:27217022,0.0012034316022191145,other,1.0,0.0012034316022191145,2026-01-07 21:05:52
med:pmid:27209273,0.001247646252559995,other,1.0,0.001247646252559995,2026-01-07 21:05:52
med:pmid:27208743,0.001247646252559995,other,1.0,0.001247646252559995,2026-01-07 21:05:52
med:pmid:27203227,0.0012523939065447716,other,1.0,0.0012523939065447716,2026-01-07 21:05:52
med:pmid:27179902,0.0012034316022191145,other,1.0,0.0012034316022191145,2026-01-07 21:05:52
med:pmid:27179827,0.0012311707484521106,other,1.0,0.0012311707484521106,2026-01-07 21:05:52
med:pmid:27153136,0.0011740856922159556,other,1.0,0.0011740856922159556,2026-01-07 21:05:52
med:pmid:27147668,0.0012149128078042626,other,1.0,0.0012149128078042626,2026-01-07 21:05:52
med:pmid:27146545,0.001217222159843892,other,1.0,0.001217222159843892,2026-01-07 21:05:52
med:pmid:27083930,0.0011740856922159556,randomized controlled trial,1.6,0.0018785371075455291,2026-01-07 21:05:52
med:pmid:27066957,0.001162990312267435,other,1.0,0.001162990312267435,2026-01-07 21:05:52
med:pmid:27053407,0.0011519997862124744,other,1.0,0.0011519997862124744,2026-01-07 21:05:52
med:pmid:27038558,0.0010799688974529149,review,0.9,0.0009719720077076234,2026-01-07 21:05:52
med:pmid:26990595,0.0014386228202562896,other,1.0,0.0014386228202562896,2026-01-07 21:05:52
med:pmid:26972332,0.0011027660441909808,randomized controlled trial,1.6,0.0017644256707055692,2026-01-07 21:05:52
med:pmid:26778747,0.0009896308412520843,review,0.9,0.0008906677571268759,2026-01-07 21:05:52
med:pmid:26775568,0.0009840088450171383,other,1.0,0.0009840088450171383,2026-01-07 21:05:52
med:pmid:25864194,0.0014386228202562896,randomized controlled trial,1.6,0.0023017965124100636,2026-01-07 21:05:52
agr:doi:10.1016/j.indcrop.2015.12.084,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:30011166,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:29648730,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:28491438,0.0013563757414980647,case report,0.7,0.0009494630190486453,2026-01-07 21:05:52
med:pmid:27841909,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27678209,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27638853,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27508483,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27488944,0.0013563757414980647,randomized controlled trial,1.6,0.0021702011863969036,2026-01-07 21:05:52
med:pmid:27471351,0.0013563757414980647,review,0.9,0.0012207381673482584,2026-01-07 21:05:52
med:pmid:27428210,0.0013563757414980647,review,0.9,0.0012207381673482584,2026-01-07 21:05:52
med:pmid:27425169,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27417000,0.0013563757414980647,randomized controlled trial,1.6,0.0021702011863969036,2026-01-07 21:05:52
med:pmid:27409332,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27402638,0.0013745267364993542,review,0.9,0.0012370740628494187,2026-01-07 21:05:52
med:pmid:27401192,0.0013823799018205431,other,1.0,0.0013823799018205431,2026-01-07 21:05:52
med:pmid:27401321,0.0013563757414980647,case report,0.7,0.0009494630190486453,2026-01-07 21:05:52
med:pmid:27381758,0.001366718184243994,other,1.0,0.001366718184243994,2026-01-07 21:05:52
med:pmid:27323402,0.0013563757414980647,other,1.0,0.0013563757414980647,2026-01-07 21:05:52
med:pmid:27301330,0.001310794767436725,clinical trial,1.4,0.0018351126744114148,2026-01-07 21:05:52
med:pmid:27277158,0.001300875517081994,other,1.0,0.001300875517081994,2026-01-07 21:05:52
med:pmid:27266336,0.0012523939065447716,other,1.0,0.0012523939065447716,2026-01-07 21:05:52
med:pmid:27258371,0.0013563757414980647,review,0.9,0.0012207381673482584,2026-01-07 21:05:52
med:pmid:27207905,0.001366718184243994,randomized controlled trial,1.6,0.0021867490947903904,2026-01-07 21:05:52
med:pmid:27137760,0.0013563757414980647,review,0.9,0.0012207381673482584,2026-01-07 21:05:52
med:pmid:27129185,0.0011830381628913356,other,1.0,0.0011830381628913356,2026-01-07 21:05:52
med:pmid:27129187,0.0011807936658023383,other,1.0,0.0011807936658023383,2026-01-07 21:05:52
med:pmid:27111172,0.0011696348939599218,other,1.0,0.0011696348939599218,2026-01-07 21:05:52
med:pmid:27085125,0.0011674158259729122,review,0.9,0.001050674243375621,2026-01-07 21:05:52
med:pmid:27055479,0.0011541895508102736,review,0.9,0.0010387705957292464,2026-01-07 21:05:52
med:pmid:27053436,0.0010965013379085615,observational study,1.2,0.0013158016054902737,2026-01-07 21:05:52
med:pmid:27031372,0.0011389481675683204,other,1.0,0.0011389481675683204,2026-01-07 21:05:52
med:pmid:26916107,0.0010985856089647964,review,0.9,0.0009887270480683167,2026-01-07 21:05:52
med:pmid:26913547,0.001065707617887602,other,1.0,0.001065707617887602,2026-01-07 21:05:52
med:pmid:26865496,0.001035778696804816,randomized controlled trial,1.6,0.0016572459148877059,2026-01-07 21:05:52
med:pmid:26817632,0.0010066902879808765,review,0.9,0.0009060212591827889,2026-01-07 21:05:52
med:pmid:26749440,0.0009710147437364189,case report,0.7,0.0006797103206154932,2026-01-07 21:05:52
med:pmid:31008270,0.001226503548556549,other,1.0,0.001226503548556549,2026-01-07 21:05:52
med:pmid:27739264,0.0012812616358373195,other,1.0,0.0012812616358373195,2026-01-07 21:05:53
med:pmid:27504308,0.0012812616358373195,other,1.0,0.0012812616358373195,2026-01-07 21:05:53
med:pmid:27498444,0.0012812616358373195,observational study,1.2,0.0015375139630047835,2026-01-07 21:05:53
med:pmid:27468462,0.0012812616358373195,other,1.0,0.0012812616358373195,2026-01-07 21:05:53
med:pmid:27419010,0.0010066902879808765,other,1.0,0.0010066902879808765,2026-01-07 21:05:53
med:pmid:27335175,0.0013359250585790908,case report,0.7,0.0009351475410053634,2026-01-07 21:05:53
med:pmid:27302413,0.0013157827197413743,other,1.0,0.0013157827197413743,2026-01-07 21:05:53
med:pmid:27296397,0.0012812616358373195,randomized controlled trial,1.6,0.0020500186173397113,2026-01-07 21:05:53
med:pmid:27284124,0.0012812616358373195,other,1.0,0.0012812616358373195,2026-01-07 21:05:53
med:pmid:27271639,0.001286137206054792,other,1.0,0.001286137206054792,2026-01-07 21:05:53
med:pmid:27274830,0.0012643422315581025,other,1.0,0.0012643422315581025,2026-01-07 21:05:53
med:pmid:27279063,0.0012812616358373195,other,1.0,0.0012812616358373195,2026-01-07 21:05:53
med:pmid:27269004,0.0012959440759434703,other,1.0,0.0012959440759434703,2026-01-07 21:05:53
med:pmid:27260775,0.001113286861196559,other,1.0,0.001113286861196559,2026-01-07 21:05:53
med:pmid:27261237,0.0012812616358373195,review,0.9,0.0011531354722535876,2026-01-07 21:05:53
med:pmid:27254628,0.0012836971062291146,other,1.0,0.0012836971062291146,2026-01-07 21:05:53
med:pmid:27219891,0.0012619434818412776,review,0.9,0.00113574913365715,2026-01-07 21:05:53
med:pmid:27176141,0.001008603842809577,other,1.0,0.001008603842809577,2026-01-07 21:05:53
med:pmid:27143684,0.0011830381628913356,randomized controlled trial,1.6,0.001892861060626137,2026-01-07 21:05:53
med:pmid:27114210,0.0011943248071328415,other,1.0,0.0011943248071328415,2026-01-07 21:05:53
med:pmid:27113045,0.0011943248071328415,other,1.0,0.0011943248071328415,2026-01-07 21:05:53
med:pmid:27087250,0.0012715658731965868,other,1.0,0.0012715658731965868,2026-01-07 21:05:53
med:pmid:27076646,0.0011674158259729122,other,1.0,0.0011674158259729122,2026-01-07 21:05:53
med:pmid:27067721,0.001162990312267435,other,1.0,0.001162990312267435,2026-01-07 21:05:53
med:pmid:27044778,0.0011476327126049692,other,1.0,0.0011476327126049692,2026-01-07 21:05:53
med:pmid:27038730,0.0010779199466053645,other,1.0,0.0010779199466053645,2026-01-07 21:05:53
med:pmid:27032074,0.0012812616358373195,randomized controlled trial,1.6,0.0020500186173397113,2026-01-07 21:05:53
med:pmid:27026404,0.001136787319400601,other,1.0,0.001136787319400601,2026-01-07 21:05:53
med:pmid:27010579,0.001094421021196713,review,0.9,0.0009849789190770418,2026-01-07 21:05:53
med:pmid:27009290,0.001121775737301792,review,0.9,0.0010095981635716129,2026-01-07 21:05:53
med:pmid:26950484,0.001088203722175566,other,1.0,0.001088203722175566,2026-01-07 21:05:53
med:pmid:26947621,0.001088203722175566,review,0.9,0.0009793833499580093,2026-01-07 21:05:53
med:pmid:26936519,0.0012812616358373195,randomized controlled trial,1.6,0.0020500186173397113,2026-01-07 21:05:53
med:pmid:26915813,0.0010677333550805988,randomized controlled trial,1.6,0.001708373368128958,2026-01-07 21:05:53
med:pmid:26906033,0.0012812616358373195,clinical trial,1.4,0.0017937662901722471,2026-01-07 21:05:53
med:pmid:26898577,0.001051634662352101,other,1.0,0.001051634662352101,2026-01-07 21:05:53
med:pmid:26868831,0.0009915119688416907,clinical trial,1.4,0.0013881167563783668,2026-01-07 21:05:53
med:pmid:26818655,0.0010105210349953932,other,1.0,0.0010105210349953932,2026-01-07 21:05:53
med:pmid:26802018,0.0009990723044153147,other,1.0,0.0009990723044153147,2026-01-07 21:05:53
med:pmid:26773271,0.0012812616358373195,review,0.9,0.0011531354722535876,2026-01-07 21:05:53
med:pmid:26109136,0.0012812616358373195,review,0.9,0.0011531354722535876,2026-01-07 21:05:53
med:pmid:25715023,0.0012812616358373195,observational study,1.2,0.0015375139630047835,2026-01-07 21:05:53
med:pmid:28785452,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:28785451,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27375689,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27330660,0.0011965950247250958,other,1.0,0.0011965950247250958,2026-01-07 21:05:53
med:pmid:27246583,0.0012788307860962997,observational study,1.2,0.0015345969433155596,2026-01-07 21:05:53
med:pmid:27246933,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27229746,0.001266745540908767,case report,0.7,0.0008867218786361369,2026-01-07 21:05:53
med:pmid:27211205,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27207965,0.0012523939065447716,randomized controlled trial,1.6,0.0020038302504716346,2026-01-07 21:05:53
med:pmid:27196491,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27184802,0.001245279178977918,other,1.0,0.001245279178977918,2026-01-07 21:05:53
med:pmid:27180590,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27179719,0.0010416964728117719,other,1.0,0.0010416964728117719,2026-01-07 21:05:53
med:pmid:27152604,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27149494,0.001208011006701721,review,0.9,0.0010872099060315488,2026-01-07 21:05:53
med:pmid:27123917,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:53
med:pmid:27118094,0.0011897972851606649,other,1.0,0.0011897972851606649,2026-01-07 21:05:53
med:pmid:27102734,0.0011875399644530106,other,1.0,0.0011875399644530106,2026-01-07 21:05:53
med:pmid:27060232,0.0011519997862124744,other,1.0,0.0011519997862124744,2026-01-07 21:05:53
med:pmid:27049870,0.0011454553878461596,other,1.0,0.0011454553878461596,2026-01-07 21:05:53
med:pmid:27039128,0.001136787319400601,other,1.0,0.001136787319400601,2026-01-07 21:05:53
med:pmid:27009834,0.001121775737301792,other,1.0,0.001121775737301792,2026-01-07 21:05:53
med:pmid:27001739,0.00111752323892936,other,1.0,0.00111752323892936,2026-01-07 21:05:53
med:pmid:27001591,0.00111752323892936,other,1.0,0.00111752323892936,2026-01-07 21:05:53
med:pmid:26999448,0.0011718581800349694,other,1.0,0.0011718581800349694,2026-01-07 21:05:53
med:pmid:26962108,0.0010923446513269447,other,1.0,0.0010923446513269447,2026-01-07 21:05:54
med:pmid:26954484,0.0009691725041248384,randomized controlled trial,1.6,0.0015506760065997416,2026-01-07 21:05:54
med:pmid:26948539,0.0010779199466053645,other,1.0,0.0010779199466053645,2026-01-07 21:05:54
med:pmid:26938683,0.001051634662352101,other,1.0,0.001051634662352101,2026-01-07 21:05:54
med:pmid:26911850,0.0010636857239867113,other,1.0,0.0010636857239867113,2026-01-07 21:05:54
med:pmid:26897484,0.0009990723044153147,other,1.0,0.0009990723044153147,2026-01-07 21:05:54
med:pmid:26895792,0.001053633649140986,observational study,1.2,0.001264360378969183,2026-01-07 21:05:54
med:pmid:26871237,0.001208011006701721,other,1.0,0.001208011006701721,2026-01-07 21:05:54
med:pmid:26860956,0.001035778696804816,other,1.0,0.001035778696804816,2026-01-07 21:05:54
med:pmid:26832739,0.001208011006701721,observational study,1.2,0.0014496132080420651,2026-01-07 21:05:54
med:pmid:26786323,0.0009933966721494942,review,0.9,0.0008940570049345448,2026-01-07 21:05:54
med:pmid:26714737,0.0010259903497873658,other,1.0,0.0010259903497873658,2026-01-07 21:05:54
med:pmid:26663387,0.0010902722208111844,randomized controlled trial,1.6,0.0017444355532978953,2026-01-07 21:05:54
med:pmid:29809375,0.001141113123157653,randomized controlled trial,1.6,0.0018257809970522447,2026-01-07 21:05:54
med:pmid:27935930,0.001141113123157653,case report,0.7,0.000798779186210357,2026-01-07 21:05:54
med:pmid:27734656,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27530043,0.001141113123157653,review,0.9,0.0010270018108418876,2026-01-07 21:05:54
med:pmid:27476227,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27198042,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27128402,0.0012034316022191145,other,1.0,0.0012034316022191145,2026-01-07 21:05:54
med:pmid:27097958,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27082571,0.001141113123157653,review,0.9,0.0010270018108418876,2026-01-07 21:05:54
med:pmid:27072827,0.001141113123157653,review,0.9,0.0010270018108418876,2026-01-07 21:05:54
med:pmid:27056774,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27055991,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27044584,0.0011476327126049692,other,1.0,0.0011476327126049692,2026-01-07 21:05:54
med:pmid:27043774,0.0011476327126049692,randomized controlled trial,1.6,0.0018362123401679507,2026-01-07 21:05:54
med:pmid:27041975,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:27039185,0.0011432821939761381,other,1.0,0.0011432821939761381,2026-01-07 21:05:54
med:pmid:27026378,0.001136787319400601,review,0.9,0.001023108587460541,2026-01-07 21:05:54
med:pmid:26992459,0.001111174698463729,review,0.9,0.001000057228617356,2026-01-07 21:05:54
med:pmid:26954666,0.001088203722175566,review,0.9,0.0009793833499580093,2026-01-07 21:05:54
med:pmid:26913372,0.001031852201449375,randomized controlled trial,1.6,0.001650963522319,2026-01-07 21:05:54
med:pmid:26895877,0.001053633649140986,review,0.9,0.0009482702842268874,2026-01-07 21:05:54
med:pmid:26875644,0.001035778696804816,other,1.0,0.001035778696804816,2026-01-07 21:05:54
med:pmid:26873036,0.00107383369953643,other,1.0,0.00107383369953643,2026-01-07 21:05:54
med:pmid:26864319,0.001035778696804816,other,1.0,0.001035778696804816,2026-01-07 21:05:54
med:pmid:26861251,0.001141113123157653,review,0.9,0.0010270018108418876,2026-01-07 21:05:54
med:pmid:26850093,0.001027940590900721,review,0.9,0.0009251465318106489,2026-01-07 21:05:54
med:pmid:26847573,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:26831744,0.0010105210349953932,other,1.0,0.0010105210349953932,2026-01-07 21:05:54
med:pmid:26761119,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:26749570,0.0009710147437364189,other,1.0,0.0009710147437364189,2026-01-07 21:05:54
med:pmid:26724283,0.0009618384309776486,other,1.0,0.0009618384309776486,2026-01-07 21:05:54
med:pmid:25822712,0.001141113123157653,other,1.0,0.001141113123157653,2026-01-07 21:05:54
med:pmid:25501904,0.001141113123157653,clinical trial,1.4,0.001597558372420714,2026-01-07 21:05:54
med:pmid:33530139,0.0011048622234369541,review,0.9,0.0009943760010932587,2026-01-07 21:05:54
med:pmid:27731574,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:27622439,0.0010799688974529149,other,1.0,0.0010799688974529149,2026-01-07 21:05:54
med:pmid:27323429,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:27249810,0.0010616676660863125,other,1.0,0.0010616676660863125,2026-01-07 21:05:54
med:pmid:27036051,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:27021751,0.00103972013360803,randomized controlled trial,1.6,0.0016635522137728482,2026-01-07 21:05:54
med:pmid:27021566,0.0011324779141738666,randomized controlled trial,1.6,0.0018119646626781867,2026-01-07 21:05:54
med:pmid:27011921,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:27009621,0.001121775737301792,observational study,1.2,0.0013461308847621505,2026-01-07 21:05:54
med:pmid:27009620,0.001121775737301792,randomized controlled trial,1.6,0.0017948411796828675,2026-01-07 21:05:54
med:pmid:27003555,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:26997390,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:26997629,0.0010758748830915934,review,0.9,0.0009682873947824341,2026-01-07 21:05:54
med:pmid:26977832,0.0010758748830915934,review,0.9,0.0009682873947824341,2026-01-07 21:05:54
med:pmid:26976916,0.0010758748830915934,review,0.9,0.0009682873947824341,2026-01-07 21:05:54
med:pmid:26972946,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:54
med:pmid:26968600,0.0010758748830915934,review,0.9,0.0009682873947824341,2026-01-07 21:05:54
med:pmid:26962802,0.0010758748830915934,observational study,1.2,0.001291049859709912,2026-01-07 21:05:54
med:pmid:26956148,0.0010902722208111844,observational study,1.2,0.0013083266649734212,2026-01-07 21:05:55
med:pmid:26954482,0.0010902722208111844,review,0.9,0.000981244998730066,2026-01-07 21:05:55
med:pmid:26946334,0.001086139147960402,review,0.9,0.0009775252331643619,2026-01-07 21:05:55
med:pmid:26945371,0.0010758748830915934,observational study,1.2,0.001291049859709912,2026-01-07 21:05:55
med:pmid:26937758,0.0010799688974529149,other,1.0,0.0010799688974529149,2026-01-07 21:05:55
med:pmid:26934483,0.0010779199466053645,other,1.0,0.0010779199466053645,2026-01-07 21:05:55
med:pmid:26915374,0.0010758748830915934,randomized controlled trial,1.6,0.0017213998129465497,2026-01-07 21:05:55
med:pmid:26904991,0.0010758748830915934,review,0.9,0.0009682873947824341,2026-01-07 21:05:55
med:pmid:26873495,0.0010758748830915934,review,0.9,0.0009682873947824341,2026-01-07 21:05:55
med:pmid:26840715,0.0010201617987326134,other,1.0,0.0010201617987326134,2026-01-07 21:05:55
med:pmid:26831124,0.0009784187867941747,clinical trial,1.4,0.0013697863015118446,2026-01-07 21:05:55
med:pmid:26820480,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:55
med:pmid:26820392,0.0010047803636083841,other,1.0,0.0010047803636083841,2026-01-07 21:05:55
med:pmid:26815461,0.0010066902879808765,observational study,1.2,0.0012080283455770519,2026-01-07 21:05:55
med:pmid:26754003,0.0009784187867941747,case report,0.7,0.0006848931507559223,2026-01-07 21:05:55
med:pmid:26748844,0.0010259903497873658,other,1.0,0.0010259903497873658,2026-01-07 21:05:55
med:pmid:26703918,0.0010758748830915934,observational study,1.2,0.001291049859709912,2026-01-07 21:05:55
med:pmid:26455512,0.0009990723044153147,randomized controlled trial,1.6,0.0015985156870645036,2026-01-07 21:05:55
med:pmid:30766160,0.0010182263157876123,other,1.0,0.0010182263157876123,2026-01-07 21:05:55
med:pmid:26928486,0.0010182263157876123,other,1.0,0.0010182263157876123,2026-01-07 21:05:55
med:pmid:26917360,0.0010677333550805988,other,1.0,0.0010677333550805988,2026-01-07 21:05:55
med:pmid:26918946,0.0010677333550805988,other,1.0,0.0010677333550805988,2026-01-07 21:05:55
med:pmid:26883083,0.001049639468103617,other,1.0,0.001049639468103617,2026-01-07 21:05:55
med:pmid:26867758,0.0010182263157876123,observational study,1.2,0.0012218715789451347,2026-01-07 21:05:55
med:pmid:26871774,0.0010182263157876123,other,1.0,0.0010182263157876123,2026-01-07 21:05:55
med:pmid:26846642,0.0010182263157876123,review,0.9,0.0009164036842088511,2026-01-07 21:05:55
med:pmid:26846893,0.0010259903497873658,other,1.0,0.0010259903497873658,2026-01-07 21:05:55
med:pmid:26848655,0.0010201617987326134,observational study,1.2,0.001224194158479136,2026-01-07 21:05:55
med:pmid:26841333,0.00102210096071652,other,1.0,0.00102210096071652,2026-01-07 21:05:55
med:pmid:26797651,0.0009802786020882274,review,0.9,0.0008822507418794047,2026-01-07 21:05:55
med:pmid:26597489,0.0010182263157876123,other,1.0,0.0010182263157876123,2026-01-07 21:05:55
med:pmid:26511599,0.0009821419525892637,randomized controlled trial,1.6,0.0015714271241428221,2026-01-07 21:05:55
med:pmid:26465803,0.0010182263157876123,other,1.0,0.0010182263157876123,2026-01-07 21:05:55
med:pmid:32751007,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:55
med:pmid:28905031,0.0016651444072378562,other,1.0,0.0016651444072378562,2026-01-07 21:05:55
med:pmid:28588970,0.0016746579757749044,other,1.0,0.0016746579757749044,2026-01-07 21:05:55
med:pmid:28293374,0.0019127486414266383,other,1.0,0.0019127486414266383,2026-01-07 21:05:55
med:pmid:28133009,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:55
med:pmid:28097138,0.0018839092757754112,other,1.0,0.0018839092757754112,2026-01-07 21:05:55
med:pmid:28033392,0.0019127486414266383,other,1.0,0.0019127486414266383,2026-01-07 21:05:55
med:pmid:28025602,0.0018625654650196444,review,0.9,0.00167630891851768,2026-01-07 21:05:55
med:pmid:28002478,0.0018839092757754112,other,1.0,0.0018839092757754112,2026-01-07 21:05:55
med:pmid:27992423,0.0018767676334108564,other,1.0,0.0018767676334108564,2026-01-07 21:05:55
med:pmid:27983517,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:55
med:pmid:27932887,0.001803395455907116,other,1.0,0.001803395455907116,2026-01-07 21:05:55
med:pmid:27895519,0.001759419312475644,case report,0.7,0.0012315935187329507,2026-01-07 21:05:55
med:pmid:27895487,0.001759419312475644,review,0.9,0.0015834773812280797,2026-01-07 21:05:55
med:pmid:27872860,0.0017100084601266777,other,1.0,0.0017100084601266777,2026-01-07 21:05:55
med:pmid:27871075,0.0017795811341945525,other,1.0,0.0017795811341945525,2026-01-07 21:05:55
med:pmid:27832203,0.0017427923951304223,other,1.0,0.0017427923951304223,2026-01-07 21:05:55
med:pmid:27822449,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:55
med:pmid:27806107,0.0017165155357204704,other,1.0,0.0017165155357204704,2026-01-07 21:05:55
med:pmid:27725624,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:55
med:pmid:27695357,0.0015699469299856105,review,0.9,0.0014129522369870494,2026-01-07 21:05:55
med:pmid:27672320,0.0015492153588042231,other,1.0,0.0015492153588042231,2026-01-07 21:05:55
med:pmid:27667378,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:55
med:pmid:27665860,0.0016000456337710665,review,0.9,0.00144004107039396,2026-01-07 21:05:55
med:pmid:27662362,0.001590955930667815,other,1.0,0.001590955930667815,2026-01-07 21:05:55
med:pmid:27626640,0.0015639954759270422,other,1.0,0.0015639954759270422,2026-01-07 21:05:55
pmc:pmcid:PMC5009563,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:55
med:pmid:27571604,0.001606134269082084,other,1.0,0.001606134269082084,2026-01-07 21:05:56
med:pmid:27551748,0.001499999860815406,other,1.0,0.001499999860815406,2026-01-07 21:05:56
med:pmid:27540513,0.0014331691979338817,other,1.0,0.0014331691979338817,2026-01-07 21:05:56
med:pmid:27524939,0.0014689908203083847,other,1.0,0.0014689908203083847,2026-01-07 21:05:56
med:pmid:27502825,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27489763,0.0013902779350980431,case report,0.7,0.0009731945545686301,2026-01-07 21:05:56
med:pmid:27470642,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:56
